frame,fp8_diverged,fp8_text_l2,fp8_text_maxabs,fp8_audio_l2,fp8_audio_maxabs,fp8_rms,fp8_click,fp8_centroid_hz,fp8_flatness,w8a16_diverged,w8a16_text_l2,w8a16_text_maxabs,w8a16_audio_l2,w8a16_audio_maxabs,w8a16_rms,w8a16_click,w8a16_centroid_hz,w8a16_flatness,nvfp4ffn-w8a16_diverged,nvfp4ffn-w8a16_text_l2,nvfp4ffn-w8a16_text_maxabs,nvfp4ffn-w8a16_audio_l2,nvfp4ffn-w8a16_audio_maxabs,nvfp4ffn-w8a16_rms,nvfp4ffn-w8a16_click,nvfp4ffn-w8a16_centroid_hz,nvfp4ffn-w8a16_flatness
14,0,43.7320,1.0000,56.1167,3.2500,,,,,0,26.8887,0.6016,31.3247,1.5000,,,,,0,67.3749,1.3438,86.1687,5.0000,,,,
15,0,28.4860,0.7812,45.0378,2.2500,,,,,0,26.7369,0.6875,25.0974,1.1875,,,,,0,57.7628,1.3125,88.9380,7.8125,,,,
16,0,25.4278,0.7188,43.0269,2.3750,,,,,0,33.2396,0.7188,29.1333,1.5625,,,,,0,43.4772,1.7812,77.4302,7.1875,,,,
17,0,26.6389,0.6562,45.1431,1.9102,,,,,0,41.0782,0.8125,31.2351,1.5625,,,,,0,50.5949,2.0000,70.6469,3.7500,,,,
18,0,50.9509,0.9688,41.5639,1.8438,,,,,0,38.8010,0.7500,29.5048,1.4062,,,,,0,61.5214,1.6250,69.0285,3.8750,,,,
19,0,70.9071,1.6875,43.6828,1.6875,,,,,0,40.4752,0.9375,43.3734,2.0000,,,,,0,84.4409,3.1406,104.3873,4.3750,,,,
20,0,71.8354,1.4062,30.5993,1.0000,,,,,0,22.9560,0.6250,18.2305,0.5625,,,,,0,52.1320,1.4062,47.0229,1.9062,,,,
21,0,46.1893,0.9375,27.3556,1.0312,,,,,0,24.8966,0.6875,17.1044,0.6250,,,,,0,71.2257,1.4219,46.0324,1.6094,,,,
22,0,50.5310,1.0625,25.9072,0.8828,,,,,0,27.4030,0.6875,18.9092,0.6406,,,,,0,60.2714,1.4688,48.3796,1.5938,,,,
23,0,44.6777,0.9375,28.7637,0.8594,,,,,0,23.6051,0.6250,20.5993,0.6328,,,,,0,72.2779,1.6865,51.8138,2.5859,,,,
24,0,60.1543,1.2188,25.8899,0.8125,,,,,0,34.6672,0.8438,19.3801,0.6250,,,,,0,59.7225,1.6592,44.8494,1.7969,,,,
25,0,68.9893,1.5312,31.7253,1.3125,,,,,0,39.1084,1.0000,19.5742,0.6250,,,,,0,54.7688,1.2031,49.7274,1.6562,,,,
26,0,26.2262,0.6641,37.3338,1.6094,,,,,0,23.9947,0.6875,25.8737,1.0000,,,,,0,54.3676,1.8125,47.5830,1.8125,,,,
27,0,36.5039,0.8281,27.0166,0.9688,,,,,0,20.9866,0.5781,19.7005,0.7500,,,,,0,118.2536,2.0571,43.4173,1.6016,,,,
28,0,40.0334,1.0000,31.5328,1.1250,,,,,0,27.0167,0.7812,19.2735,0.6602,,,,,0,38.5094,0.9531,43.3141,2.0781,,,,
29,0,35.0004,0.8906,23.8376,0.8677,,,,,0,28.9313,0.7500,17.1738,0.6250,,,,,0,44.0183,1.0625,30.5872,1.0000,,,,
30,0,23.4876,0.6250,29.5313,1.0000,,,,,0,18.9633,0.5938,19.1826,0.6094,,,,,0,31.3671,0.8125,44.6739,1.6250,,,,
31,0,27.2553,0.6562,30.8405,1.1875,,,,,0,17.7545,0.5938,32.4973,1.5625,,,,,0,29.0216,0.8750,53.1501,2.8828,,,,
32,0,36.0806,0.9453,37.9677,1.2500,,,,,0,19.3487,0.6250,23.0719,0.8750,,,,,0,40.3266,0.9375,44.0703,1.6875,,,,
33,0,28.4555,0.8203,25.6244,1.0781,,,,,0,18.3234,0.5703,19.1526,0.8750,,,,,0,35.1503,0.7715,33.7814,1.7812,,,,
34,0,24.8186,0.6748,20.8087,0.8750,,,,,0,17.9784,0.5605,15.2949,0.8125,,,,,0,35.0509,0.8203,31.2833,1.6250,,,,
35,0,20.3173,0.5664,21.0957,0.8125,,,,,0,19.5600,0.4609,15.3637,0.8125,,,,,0,45.9350,0.9141,30.9460,1.4375,,,,
36,0,21.0092,0.6016,23.1109,1.0000,,,,,0,18.3064,0.5234,16.7456,1.2500,,,,,0,49.2902,1.0234,29.2404,1.2500,,,,
37,0,23.8708,0.6895,25.1106,1.3945,,,,,0,18.0933,0.5117,17.1345,1.5625,,,,,0,38.6770,0.8477,26.6979,1.3750,,,,
38,0,21.6834,0.6641,23.6589,1.5625,,,,,0,18.1720,0.5317,17.8725,1.2500,,,,,0,49.9115,0.9629,26.1945,1.1250,,,,
39,0,30.0407,0.7930,21.9701,0.9375,,,,,0,18.4903,0.5781,15.9329,1.1250,,,,,0,31.7230,0.7656,36.9056,3.3125,,,,
40,0,25.0152,0.6790,23.9419,1.1875,,,,,0,18.5890,0.5312,15.5207,0.7500,,,,,0,42.3073,1.0000,39.5073,2.2812,,,,
41,0,25.5984,0.5977,25.8963,1.3125,,,,,0,19.2197,0.5488,14.8717,0.6562,,,,,0,43.6491,1.1250,39.7088,2.2500,,,,
42,0,43.8474,0.9531,30.9967,1.6875,,,,,0,19.1816,0.5938,14.0243,0.7500,,,,,0,37.7392,0.8750,36.7794,1.8750,,,,
43,0,21.7841,0.6875,21.8527,1.2275,,,,,0,19.1614,0.5469,13.5726,1.0312,,,,,0,34.3610,0.8750,32.9088,2.0000,,,,
44,0,21.8352,0.6709,20.5146,1.0625,,,,,0,18.7375,0.5469,15.1396,0.6250,,,,,0,33.3369,0.8281,32.3572,1.8750,,,,
45,0,22.7614,0.7100,19.5244,1.1250,,,,,0,20.3606,0.5938,13.6339,0.7500,,,,,0,32.2799,0.7656,27.8542,1.1875,,,,
46,0,41.3465,0.9390,27.8789,1.1562,,,,,0,19.1296,0.5547,14.5288,0.8125,,,,,0,36.4532,0.8438,30.4890,1.1875,,,,
47,0,48.4883,0.9336,24.4718,1.5625,,,,,0,19.0999,0.5312,15.6327,1.1875,,,,,0,32.3440,0.8125,30.3044,1.2500,,,,
48,0,22.9163,0.6934,22.6556,1.2500,,,,,0,18.7549,0.5469,15.3537,0.9375,,,,,0,32.0042,0.8281,30.1377,1.2500,,,,
49,0,31.5090,0.8875,25.4171,1.3594,,,,,0,20.3217,0.5703,17.0869,0.8125,,,,,0,42.8404,0.9277,32.6701,1.7188,,,,
50,0,43.1502,0.8242,26.0343,1.5000,,,,,0,26.8235,0.6562,20.1154,1.1875,,,,,0,53.1913,1.0283,36.4155,1.5000,,,,
51,0,28.1358,0.8389,20.0182,0.9375,,,,,0,19.8598,0.5586,18.4753,0.7500,,,,,0,39.5104,0.8711,61.7003,3.3750,,,,
52,0,27.5573,0.6406,22.3705,1.4375,,,,,0,22.4488,0.5938,15.8357,0.5742,,,,,0,44.4494,0.8750,38.4307,2.1250,,,,
53,0,23.2746,0.6445,27.6618,1.6250,,,,,0,21.7608,0.5566,12.6936,0.5762,,,,,0,55.8216,0.9570,32.2575,1.3125,,,,
54,0,23.4575,0.6680,23.3541,1.2500,,,,,0,23.5097,0.5742,14.8997,0.7500,,,,,0,55.2215,0.9766,44.3716,2.4375,,,,
55,0,24.1249,0.7344,24.9310,1.6616,,,,,0,24.1114,0.6250,15.5142,1.1250,,,,,0,57.6659,0.9590,41.9851,2.2812,,,,
56,0,24.0353,0.6250,22.7544,1.0000,,,,,0,25.2504,0.6523,16.7036,1.5000,,,,,0,55.6491,0.9219,40.0164,2.6250,,,,
57,0,42.9546,0.9175,26.0471,1.3750,,,,,0,27.6907,0.6953,16.8773,1.2500,,,,,0,47.5722,0.8906,38.0505,1.9219,,,,
58,0,25.4906,0.6475,23.2234,1.8125,,,,,0,24.1737,0.6777,15.6966,0.7500,,,,,0,49.7318,0.9062,40.8309,2.3125,,,,
59,0,49.9801,0.9023,25.3140,1.1875,,,,,0,28.4278,0.7168,17.2305,1.0000,,,,,0,66.9982,1.0229,42.6678,2.6250,,,,
60,0,41.9321,0.7500,27.7799,1.8750,,,,,0,21.7209,0.6191,17.7089,1.1250,,,,,0,63.1682,0.9766,41.5968,2.3125,,,,
61,0,28.3551,0.8242,27.5767,1.2500,,,,,0,30.8894,0.7305,17.9608,1.2500,,,,,0,42.6686,0.8359,38.8223,1.8750,,,,
62,0,30.8032,0.8750,27.4745,1.3750,,,,,0,26.0119,0.6541,17.0180,0.8750,,,,,0,44.5628,0.8928,45.9442,1.8750,,,,
63,0,42.2055,0.9492,22.1136,1.5078,,,,,0,21.4719,0.6484,16.8370,0.8750,,,,,0,59.7465,1.0723,50.2026,3.0625,,,,
64,0,28.1417,0.8906,23.2428,1.4688,,,,,0,20.0449,0.5634,17.3965,1.2500,,,,,0,41.4409,1.0000,37.5106,1.8750,,,,
65,0,21.8671,0.6250,22.5371,0.9062,,,,,0,19.3713,0.5352,15.5148,0.5312,,,,,0,49.4817,0.8750,34.0986,2.7500,,,,
66,0,51.0030,0.9922,22.8119,1.5625,,,,,0,19.5617,0.5664,15.7604,0.7500,,,,,0,39.6834,0.7500,32.7961,2.0000,,,,
67,0,30.0516,0.9180,21.7125,1.0000,,,,,0,22.9176,0.6426,17.0410,0.6562,,,,,0,47.3469,0.8770,30.6600,1.5801,,,,
68,0,28.1174,0.8750,21.1870,1.5000,,,,,0,19.2563,0.5566,14.4565,0.8750,,,,,0,34.3204,0.7319,28.4487,1.3750,,,,
69,0,62.8824,1.0293,22.7189,1.0781,,,,,0,18.7780,0.5508,14.7095,0.6250,,,,,0,38.8997,0.7764,29.4574,1.5000,,,,
70,0,29.8251,0.8750,20.7379,0.8750,,,,,0,19.9721,0.5586,16.2457,0.7188,,,,,0,34.2126,0.7339,28.6769,1.3438,,,,
71,0,26.3127,0.6963,20.0395,1.5000,,,,,0,21.0718,0.6016,16.9306,0.7109,,,,,0,32.9941,0.7158,29.4831,1.3750,,,,
72,0,49.6029,1.0234,27.7478,1.1875,,,,,0,17.8751,0.5215,15.7170,0.7500,,,,,0,36.7817,0.7695,25.6119,1.3125,,,,
73,0,29.0902,0.7930,22.7537,1.3125,,,,,0,18.0989,0.5234,17.2699,0.7500,,,,,0,30.6896,0.7051,23.6314,1.2500,,,,
74,0,29.6155,0.7217,23.4971,1.2500,,,,,0,17.9373,0.5295,16.1067,0.6250,,,,,0,31.3991,0.7162,22.5292,1.0000,,,,
75,0,27.5914,0.6880,18.9855,0.8750,,,,,0,18.8193,0.5327,16.6172,0.7500,,,,,0,38.7785,0.7891,25.1508,1.3750,,,,
76,0,38.4337,0.8878,22.0663,1.0000,,,,,0,19.1316,0.5918,17.7097,0.7812,,,,,0,30.4657,0.7480,35.7471,1.5000,,,,
77,0,26.1675,0.7695,25.5925,1.2031,,,,,0,20.6853,0.5703,16.3504,0.8750,,,,,0,31.1567,0.7305,42.0956,2.9375,,,,
78,0,22.5935,0.6484,22.4643,1.1250,,,,,0,19.4696,0.5723,15.0575,0.7500,,,,,0,29.4051,0.8750,33.2606,1.5781,,,,
79,0,22.9152,0.6406,27.7737,1.5625,,,,,0,23.8311,0.7031,16.1235,0.7500,,,,,0,32.1383,0.9531,43.4342,2.2500,,,,
80,0,27.5738,0.7637,23.0086,1.2500,,,,,0,20.2274,0.5547,17.2137,0.9375,,,,,0,29.3087,0.8828,31.5492,1.2500,,,,
81,0,26.1216,0.6646,25.7798,2.2500,,,,,0,20.2773,0.5859,16.9407,0.7500,,,,,0,29.3932,0.9297,37.2430,1.5938,,,,
82,0,28.1629,0.7031,24.0775,1.8750,,,,,0,19.7739,0.5781,16.8816,0.8750,,,,,0,29.1182,0.8750,33.2407,1.3750,,,,
83,0,56.3283,1.2500,28.3400,1.5625,,,,,0,21.4677,0.5562,20.1482,0.9375,,,,,0,35.8135,1.0449,42.8682,1.6250,,,,
84,0,25.3162,0.6758,24.8841,1.0000,,,,,0,18.9858,0.5751,18.2972,0.8750,,,,,0,30.4999,0.7656,32.1403,1.2266,,,,
85,0,39.3729,0.9956,23.6210,1.1455,,,,,0,23.7038,0.6094,17.5715,0.7500,,,,,0,29.4199,0.8594,35.2217,1.2812,,,,
86,0,32.1234,0.8457,25.6823,1.1250,,,,,0,20.3803,0.5312,16.0688,0.8750,,,,,0,30.3877,0.8906,32.0308,1.3750,,,,
87,0,27.8923,0.7734,23.8801,1.4219,,,,,0,20.0481,0.5391,16.5657,0.8750,,,,,0,32.3244,0.9141,35.8513,1.6250,,,,
88,0,33.8886,0.9141,25.8864,1.3125,,,,,0,20.5476,0.5996,21.8512,1.5000,,,,,0,43.7461,0.9531,55.1400,2.5000,,,,
89,0,45.3085,1.0308,22.5382,1.1250,,,,,0,24.2504,0.6016,16.0253,0.7812,,,,,0,30.9408,0.8247,34.8194,2.2500,,,,
90,0,25.0632,0.7031,23.0085,1.4375,,,,,0,29.8858,0.6641,14.6192,0.9297,,,,,0,40.8839,0.7998,29.5435,1.1875,,,,
91,0,45.6156,1.0449,24.2248,1.8750,,,,,0,23.4357,0.5781,16.2853,1.5000,,,,,0,49.0266,0.8890,38.3502,1.8750,,,,
92,0,38.7199,0.8672,24.5445,1.3438,,,,,0,22.3497,0.5898,18.1781,1.1250,,,,,0,37.9715,0.7841,42.5377,2.5625,,,,
93,0,27.6381,0.6992,25.7236,1.0781,,,,,0,24.0130,0.6211,19.0548,0.9375,,,,,0,48.3768,0.9062,39.7538,1.5625,,,,
94,0,27.9631,0.6953,27.5690,1.3125,,,,,0,21.2952,0.5859,19.2974,1.0000,,,,,0,35.6102,0.8125,38.2654,1.5879,,,,
95,0,36.1410,0.9121,27.8138,1.0469,,,,,0,24.9183,0.6406,18.9491,0.8750,,,,,0,43.1763,0.8594,45.2990,2.1875,,,,
96,0,59.0581,1.0859,28.5460,1.3125,,,,,0,21.9884,0.6133,18.7684,0.7871,,,,,0,78.9948,1.1084,42.6612,1.5469,,,,
97,0,79.6927,1.1406,34.9574,2.0000,,,,,0,22.4132,0.5625,19.7735,0.7500,,,,,0,60.7749,1.0039,59.6571,2.5000,,,,
98,0,24.3210,0.5625,28.0602,1.0000,,,,,0,19.9954,0.5078,17.6237,0.7500,,,,,0,61.6913,0.9727,42.6561,1.6191,,,,
99,0,20.7649,0.5938,31.9949,1.5000,,,,,0,28.5326,0.6055,18.2400,0.7500,,,,,0,32.3125,0.7734,51.9252,2.2188,,,,
100,0,31.3957,0.6941,26.5999,1.2500,,,,,0,30.5012,0.6094,17.8744,0.7344,,,,,0,34.5788,0.7891,49.5531,1.6294,,,,
101,0,26.8665,0.7812,24.1709,1.1250,,,,,0,19.9617,0.5845,18.1556,1.1875,,,,,0,53.4267,0.9824,35.9437,1.7500,,,,
102,0,26.7143,0.7266,20.7459,1.0625,,,,,0,20.4586,0.5605,16.7569,0.7188,,,,,0,35.6819,0.8662,34.2279,1.7891,,,,
103,0,22.6597,0.6270,23.4544,1.2188,,,,,0,19.7305,0.5977,17.4698,0.6875,,,,,0,28.9601,0.6992,28.7551,1.3750,,,,
104,0,29.1382,0.7188,23.6880,0.9062,,,,,0,20.2228,0.6289,18.8340,0.8125,,,,,0,26.6587,0.6660,27.6022,1.5000,,,,
105,0,46.6360,0.9316,24.8092,1.0547,,,,,0,20.2739,0.6133,18.9219,0.7500,,,,,0,28.5962,0.7031,25.0543,1.0000,,,,
106,0,29.9465,0.7422,19.9904,0.8750,,,,,0,18.9576,0.5493,20.0860,1.0000,,,,,0,32.2159,0.7988,25.2126,1.2500,,,,
107,0,44.8847,0.8613,18.2849,1.0000,,,,,0,19.6908,0.5938,16.5850,0.7500,,,,,0,26.6663,0.6562,21.9532,1.1250,,,,
108,0,20.8252,0.6621,18.5313,0.8125,,,,,0,18.3422,0.5391,16.6439,0.6875,,,,,0,27.8320,0.6807,26.2143,1.1250,,,,
109,0,35.4375,0.7949,20.4400,1.0000,,,,,0,17.8726,0.5469,19.6861,0.7812,,,,,0,30.1743,0.7500,24.9935,1.2500,,,,
110,0,22.4192,0.7002,20.1039,0.8438,,,,,0,20.3710,0.6016,18.8775,0.8750,,,,,0,27.9612,0.6797,25.0823,1.6250,,,,
111,0,20.3725,0.5557,22.8865,1.3750,,,,,0,17.8370,0.5469,19.5387,0.7500,,,,,0,29.4938,0.7344,22.7030,0.8750,,,,
112,0,20.3164,0.5938,21.7769,1.2500,,,,,0,19.2509,0.5479,18.7176,0.8750,,,,,0,29.0148,0.6270,26.2793,1.1250,,,,
113,0,24.3193,0.6035,22.1413,1.0312,,,,,0,17.1749,0.5127,19.5048,1.0000,,,,,0,38.2093,0.8281,37.2324,2.5000,,,,
114,0,21.5545,0.7051,21.1461,1.5625,,,,,0,19.1186,0.6099,14.8691,0.8750,,,,,0,33.6702,0.9326,31.8166,1.6875,,,,
115,0,26.3391,0.7383,26.8605,1.6875,,,,,0,19.4321,0.5742,16.0044,0.8750,,,,,0,29.9759,1.0000,35.0576,1.6250,,,,
116,0,36.3533,0.7617,23.5211,1.3125,,,,,0,19.9150,0.5547,15.9312,1.3125,,,,,0,29.0917,1.0000,37.3693,2.6250,,,,
117,0,24.7543,0.6484,20.0766,0.8516,,,,,0,23.6934,0.6562,17.4451,1.1250,,,,,0,28.8976,0.7969,39.0418,2.5625,,,,
118,0,42.2122,0.9277,29.1200,1.3750,,,,,0,25.1039,0.6060,18.4161,1.6250,,,,,0,27.7896,0.7500,36.1797,1.8750,,,,
119,0,27.4674,0.7188,22.2944,1.1250,,,,,0,23.3534,0.6172,16.6359,1.1875,,,,,0,34.5254,0.7812,34.6269,2.3750,,,,
120,0,41.2866,1.0303,24.9389,1.3750,,,,,0,23.1761,0.6250,19.4608,1.5000,,,,,0,28.3678,0.7422,33.4279,1.9375,,,,
121,0,32.1805,0.8457,23.5815,1.1719,,,,,0,20.2687,0.5547,18.2079,1.5625,,,,,0,27.7658,0.7734,33.3864,2.0625,,,,
122,0,21.4222,0.7539,24.4007,0.9375,,,,,0,24.4273,0.6172,16.0788,0.8750,,,,,0,34.5128,0.8828,36.0377,1.8125,,,,
123,0,26.5637,0.6094,27.6905,1.6250,,,,,0,21.3214,0.5547,17.8258,1.3750,,,,,0,29.1796,0.8438,34.5777,1.8750,,,,
124,0,21.2380,0.5664,23.0975,1.1875,,,,,0,20.0151,0.5566,15.9607,0.8750,,,,,0,30.4465,0.7969,33.0668,1.2500,,,,
125,0,59.6780,1.2773,29.0192,1.3125,,,,,0,21.5371,0.5508,17.7335,1.0000,,,,,0,31.1358,0.7344,35.6267,1.5000,,,,
126,0,24.9335,0.7285,34.3844,1.5312,,,,,0,20.4748,0.6221,21.5970,0.9375,,,,,0,45.3329,1.0000,55.3970,2.6875,,,,
127,0,28.1924,0.6836,26.0318,1.0625,,,,,0,22.4923,0.5547,17.7515,1.0000,,,,,0,43.2526,0.8906,38.0607,2.0000,,,,
128,0,23.8059,0.6562,26.0839,1.2656,,,,,0,25.2610,0.5859,17.4106,0.7500,,,,,0,29.7272,0.7500,31.0094,1.5000,,,,
129,0,23.4850,0.6562,30.8344,1.4375,,,,,0,22.8694,0.5703,18.8560,0.8750,,,,,0,45.3093,0.8516,50.5263,1.7969,,,,
130,0,24.2758,0.6562,28.5899,1.2500,,,,,0,31.6574,0.6875,18.5264,1.0000,,,,,0,29.2340,0.6875,52.4463,2.4062,,,,
131,0,32.7382,0.8750,33.8661,1.3125,,,,,0,32.0869,0.6797,22.0084,0.8750,,,,,0,29.7711,0.7500,49.1913,2.0000,,,,
132,0,27.2250,0.7656,32.3444,1.2500,,,,,0,22.4282,0.5625,20.1486,0.8750,,,,,0,30.0401,0.7578,48.0534,1.5156,,,,
133,0,23.6461,0.6094,31.5655,1.3125,,,,,0,27.1609,0.6094,20.9153,0.7812,,,,,0,31.9771,0.6953,58.4182,2.5000,,,,
134,0,62.8417,1.9375,28.2654,1.3750,,,,,0,48.5929,1.2188,21.7746,0.8125,,,,,0,60.6564,1.5000,46.1918,2.3125,,,,
135,0,39.8324,0.9375,25.3878,0.8281,,,,,0,22.1723,0.6250,19.5032,0.6250,,,,,0,55.2348,1.0625,38.7342,1.4922,,,,
136,0,66.2230,1.2500,27.1366,0.8906,,,,,0,31.0081,0.8125,20.9956,0.7500,,,,,0,38.0143,1.2031,39.0327,1.7344,,,,
137,0,23.7651,0.5625,25.3186,0.8555,,,,,0,25.9970,0.6094,19.9492,0.8564,,,,,0,27.0606,0.6250,42.3755,1.6562,,,,
138,0,59.7696,1.1250,24.8344,0.8750,,,,,0,33.1212,0.8125,21.9648,0.8203,,,,,0,45.3653,1.1250,46.8841,1.7578,,,,
139,0,26.7055,0.6719,28.2106,1.1250,,,,,0,19.7206,0.5625,25.7708,1.2969,,,,,0,29.1087,0.6719,47.7392,1.7500,,,,
140,0,50.3882,0.9141,29.4563,0.9531,,,,,0,19.3291,0.5000,23.4662,0.7500,,,,,0,44.4184,0.9219,45.3701,1.5977,,,,
141,0,63.3647,1.2188,29.5767,1.0625,,,,,0,30.7168,1.0000,21.8540,0.7969,,,,,0,57.9865,1.3906,44.0600,1.9375,,,,
142,0,59.7668,1.2188,27.4956,0.9688,,,,,0,32.9311,0.9375,19.0151,0.5625,,,,,0,67.3733,1.6250,40.5524,1.6250,,,,
143,0,88.4427,1.1992,28.9505,0.9688,,,,,0,21.1795,0.5938,38.1427,1.5312,,,,,0,102.7637,1.5859,40.5087,1.4375,,,,
144,0,38.0771,0.8359,30.6908,1.0000,,,,,0,19.9967,0.6094,25.2179,1.0859,,,,,0,29.8550,0.8281,44.2616,2.1875,,,,
145,0,31.2317,0.8594,31.4228,1.0796,,,,,0,25.8594,0.7500,24.3370,0.7578,,,,,0,55.5629,1.0312,39.9684,1.3750,,,,
146,0,30.1577,0.7656,25.4703,0.8848,,,,,0,17.5707,0.5859,19.4066,0.6875,,,,,0,47.7307,0.9688,36.9471,1.8281,,,,
147,0,24.5702,0.5781,28.8908,1.2812,,,,,0,15.8573,0.4688,21.9457,0.7617,,,,,0,27.1532,0.7188,33.1055,1.1562,,,,
148,0,21.2466,0.4785,27.9873,1.0312,,,,,0,15.7505,0.4297,31.2717,1.3076,,,,,0,31.8195,0.7109,53.1069,1.8145,,,,
149,0,49.2732,1.6875,30.0797,1.0625,,,,,0,45.8825,1.1875,22.4778,1.0000,,,,,0,60.4745,1.6250,40.9018,1.7500,,,,
150,0,39.0727,0.9531,25.6533,0.8125,,,,,0,18.2078,0.5469,18.5083,0.5859,,,,,0,31.2126,0.7764,28.8832,1.2500,,,,
151,0,57.0145,0.9844,28.2038,0.9062,,,,,0,19.9482,0.6094,24.0495,1.1680,,,,,0,28.4092,0.7656,45.5207,2.3125,,,,
152,0,33.7533,0.7812,25.4781,0.8750,,,,,0,19.4274,0.5000,18.2611,0.5625,,,,,0,31.4536,1.0312,35.8171,1.4062,,,,
153,0,24.7986,0.5625,27.4589,0.8438,,,,,0,18.7907,0.6016,21.0668,0.7500,,,,,0,32.1477,0.8555,41.4439,1.6445,,,,
154,0,46.2402,0.9844,29.4796,1.0625,,,,,0,19.9492,0.5000,19.7509,0.7031,,,,,0,40.6471,0.7969,40.7835,1.5781,,,,
155,0,25.8867,0.5312,25.6124,0.8750,,,,,0,19.7160,0.4844,19.3279,0.7344,,,,,0,28.0949,0.7188,46.3995,1.7656,,,,
156,0,22.9759,0.5000,22.8997,0.8125,,,,,0,16.5297,0.4297,17.7858,0.6875,,,,,0,31.9048,0.9062,42.8991,1.8438,,,,
157,0,37.4008,0.8750,30.7726,1.3750,,,,,0,24.5943,0.5938,19.4902,0.8125,,,,,0,33.6636,1.0000,40.1298,1.5156,,,,
158,0,54.0965,1.2812,27.3578,0.8213,,,,,0,27.3701,0.7812,20.8341,0.8672,,,,,0,86.5031,1.6094,39.0311,1.3750,,,,
159,0,62.2655,1.2500,26.6292,0.9688,,,,,0,32.9302,0.9062,24.6175,1.0000,,,,,0,33.4715,0.8438,56.1471,2.1562,,,,
160,0,32.2722,0.7031,29.7069,0.9375,,,,,0,23.9623,0.6406,22.5465,0.8750,,,,,0,41.8673,0.9062,59.0931,2.2051,,,,
161,0,28.9643,0.7701,36.3803,2.0000,,,,,0,23.9909,0.6445,19.9281,0.7812,,,,,0,34.5931,0.8828,46.7309,2.5625,,,,
162,0,24.2990,0.7812,28.8602,1.2500,,,,,0,27.7856,0.6953,17.3369,0.7500,,,,,0,32.3299,0.7109,32.2108,1.4375,,,,
163,0,46.3261,0.8867,24.3679,1.5000,,,,,0,22.3368,0.5938,16.5104,0.6562,,,,,0,33.2941,0.7500,27.5996,0.9375,,,,
164,0,44.0147,1.0156,25.1109,1.5000,,,,,0,28.8816,0.6719,14.9500,0.6562,,,,,0,32.1675,0.8828,31.8827,1.7500,,,,
165,0,22.7596,0.6719,23.5563,1.1250,,,,,0,32.1509,0.7266,16.1750,0.6250,,,,,0,31.5106,0.9219,34.7566,1.4453,,,,
166,0,24.9457,0.7227,28.2688,1.6875,,,,,0,31.3395,0.7500,16.1536,0.6562,,,,,0,33.1716,0.8125,43.4264,1.9062,,,,
