frame,fp8_diverged,fp8_text_l2,fp8_text_maxabs,fp8_audio_l2,fp8_audio_maxabs,fp8_rms,fp8_click,fp8_centroid_hz,fp8_flatness,w8a16_diverged,w8a16_text_l2,w8a16_text_maxabs,w8a16_audio_l2,w8a16_audio_maxabs,w8a16_rms,w8a16_click,w8a16_centroid_hz,w8a16_flatness,nvfp4ffn-w8a16_diverged,nvfp4ffn-w8a16_text_l2,nvfp4ffn-w8a16_text_maxabs,nvfp4ffn-w8a16_audio_l2,nvfp4ffn-w8a16_audio_maxabs,nvfp4ffn-w8a16_rms,nvfp4ffn-w8a16_click,nvfp4ffn-w8a16_centroid_hz,nvfp4ffn-w8a16_flatness
167,0,33.5112,0.7500,28.5109,1.7500,,,,,0,32.6473,0.7656,21.3802,0.8750,,,,,0,42.8522,1.2812,55.1388,2.6875,,,,
168,0,28.9064,0.7461,24.3627,1.2500,,,,,0,36.3730,0.8359,19.4433,1.0000,,,,,0,34.9195,0.8438,61.2550,2.9688,,,,
169,0,23.2188,0.6875,26.6344,1.4727,,,,,0,33.9431,0.7812,20.2043,1.0000,,,,,0,36.0776,0.8750,63.6553,3.0078,,,,
170,0,39.6438,0.8945,33.6395,1.0957,,,,,0,31.5509,0.8203,18.5484,0.6562,,,,,0,34.7216,0.7578,45.1448,1.7334,,,,
171,0,24.7722,0.6875,23.8090,1.0312,,,,,0,33.2269,0.7695,16.4941,0.7500,,,,,0,33.9589,0.7578,48.7192,2.0625,,,,
172,0,37.2644,0.7500,23.5208,0.9688,,,,,0,29.5664,0.7188,16.8883,0.6250,,,,,0,34.3673,0.7344,46.6647,2.1875,,,,
173,0,29.4276,0.7031,25.2078,0.8906,,,,,0,28.3409,0.6914,16.7143,0.7500,,,,,0,36.4785,0.7441,57.7384,3.0625,,,,
174,0,27.8204,0.6328,28.2633,1.8125,,,,,0,29.4359,0.6445,17.0761,0.7500,,,,,0,36.2878,0.8281,57.6446,2.3750,,,,
175,0,26.8473,0.6406,25.0328,1.2344,,,,,0,33.2529,0.7266,17.7239,0.7500,,,,,0,42.4963,0.9531,53.9979,2.4375,,,,
176,0,24.9235,0.7012,21.9250,1.1250,,,,,0,21.6382,0.6367,16.0076,0.8750,,,,,0,34.4513,0.7500,37.2260,2.1562,,,,
177,0,27.8545,0.7734,22.0094,1.3906,,,,,0,19.5536,0.5312,14.9338,0.6250,,,,,0,31.5052,0.7712,33.9845,1.5908,,,,
178,0,35.2864,0.8577,25.0274,1.3750,,,,,0,20.7641,0.6182,15.9818,0.6719,,,,,0,40.0667,0.8252,33.7430,1.6250,,,,
179,0,45.7849,0.8159,24.8711,1.3750,,,,,0,19.7128,0.5938,16.6919,0.7188,,,,,0,32.9354,0.7236,30.7118,1.7969,,,,
180,0,40.5462,0.9888,20.9468,1.1250,,,,,0,20.3594,0.6250,16.2021,0.6250,,,,,0,31.9659,0.7363,27.3487,1.2500,,,,
181,0,29.0147,0.8145,22.3596,1.3750,,,,,0,19.9520,0.6260,14.4185,0.7500,,,,,0,33.2395,0.8691,21.6817,1.1250,,,,
182,0,34.7151,0.8613,22.4955,1.1875,,,,,0,22.3499,0.6484,14.5617,0.6250,,,,,0,30.1623,0.7466,22.5816,1.2500,,,,
183,0,44.2405,0.9062,24.7159,1.0625,,,,,0,20.0043,0.6162,14.4607,0.6250,,,,,0,31.0625,0.8438,23.3763,0.9844,,,,
184,0,21.2561,0.6309,17.4565,1.0625,,,,,0,19.7987,0.6206,14.1428,0.6250,,,,,0,33.7279,0.8750,23.3525,1.0625,,,,
185,0,23.6388,0.7080,20.4719,1.1875,,,,,0,18.7774,0.5664,14.3004,0.5713,,,,,0,30.2557,0.7773,22.9515,1.0625,,,,
186,0,23.8313,0.6982,21.2923,1.0625,,,,,0,19.3559,0.5859,15.0118,0.7344,,,,,0,30.5653,0.7773,23.2743,1.5000,,,,
187,0,19.8284,0.5625,20.6146,0.8750,,,,,0,21.2168,0.5781,15.1677,0.6406,,,,,0,33.5590,0.8535,22.6250,1.4375,,,,
188,0,23.5997,0.6172,24.6364,1.7812,,,,,0,22.6936,0.6641,17.0102,1.0000,,,,,0,28.9655,0.7905,31.8475,2.1250,,,,
189,0,29.5451,0.8936,22.7474,1.0000,,,,,0,19.8110,0.5781,16.2362,0.6250,,,,,0,30.8619,0.7910,33.7140,1.6875,,,,
190,0,42.3767,0.9023,21.9450,0.9375,,,,,0,19.5737,0.5859,15.2565,0.7500,,,,,0,31.3381,0.8672,34.0097,1.8906,,,,
191,0,29.1235,0.7817,22.1697,1.5000,,,,,0,21.6552,0.6250,15.3051,0.6250,,,,,0,32.6087,1.0234,37.4914,1.5000,,,,
192,0,38.0664,0.7314,20.9172,1.1250,,,,,0,23.6637,0.6797,16.1143,0.7500,,,,,0,39.2150,0.9766,38.2897,1.5625,,,,
193,0,21.3403,0.6602,24.7227,1.7500,,,,,0,19.9676,0.5928,17.1211,0.7500,,,,,0,30.5334,0.8125,41.2202,1.6250,,,,
194,0,26.4332,0.6562,22.6346,1.1250,,,,,0,19.8762,0.6094,16.6963,0.8750,,,,,0,30.9033,0.8672,38.0271,1.8750,,,,
195,0,21.1929,0.6418,21.5605,0.8750,,,,,0,23.2262,0.6660,16.9718,0.7188,,,,,0,32.0566,0.7734,35.6616,1.6875,,,,
196,0,21.6213,0.5977,19.8684,0.8223,,,,,0,20.4224,0.6016,15.7772,0.6797,,,,,0,32.0354,0.8438,33.7885,1.3750,,,,
197,0,34.5936,0.8789,25.8675,1.1772,,,,,0,24.6668,0.6592,15.5900,0.7500,,,,,0,31.6524,0.8516,33.1132,1.3750,,,,
198,0,28.1620,0.6997,23.1067,0.9688,,,,,0,24.9260,0.6631,14.3670,0.6250,,,,,0,34.1464,0.9648,31.6231,1.3750,,,,
199,0,65.7040,1.1074,25.0972,1.2500,,,,,0,24.8008,0.6816,13.0437,0.5625,,,,,0,71.9949,1.3125,36.5275,1.8125,,,,
200,0,24.6897,0.6943,25.9666,1.5000,,,,,0,23.3016,0.6519,13.7035,0.7656,,,,,0,36.3343,0.9219,32.4041,1.5625,,,,
201,0,24.1446,0.6484,22.5605,1.0000,,,,,0,21.1098,0.5547,15.7233,1.0000,,,,,0,31.1490,0.7998,42.2518,2.1250,,,,
202,0,29.6041,0.9141,25.5008,1.4375,,,,,0,27.1713,0.6074,16.2481,0.8125,,,,,0,37.3306,0.8501,29.8953,1.8750,,,,
203,0,36.8417,0.9121,22.7940,1.3750,,,,,0,31.4768,0.6875,14.8715,0.7812,,,,,0,31.9205,0.8398,28.8587,1.4375,,,,
204,0,31.9980,0.6719,26.8407,1.4688,,,,,0,30.6954,0.6816,16.4686,0.7500,,,,,0,31.9225,0.7344,45.6693,1.6250,,,,
205,0,22.0654,0.6562,26.6093,1.2188,,,,,0,41.8851,0.7812,18.4248,1.0625,,,,,0,35.1989,0.8789,57.1412,2.4258,,,,
206,0,29.4293,0.7383,28.5394,1.3125,,,,,0,31.8797,0.6797,18.4705,0.6562,,,,,0,42.3201,0.9785,45.2106,2.2500,,,,
207,0,45.3387,0.7891,29.4843,1.5625,,,,,0,28.6596,0.6639,18.2997,0.7500,,,,,0,30.7114,0.8281,48.1354,2.4375,,,,
208,0,22.5521,0.5156,29.2848,1.2812,,,,,0,37.1326,0.7012,21.0132,1.1250,,,,,0,30.9687,0.8086,61.9327,2.3750,,,,
209,0,26.9413,0.6201,32.5370,1.6250,,,,,0,28.0920,0.6143,18.6538,0.9062,,,,,0,30.2739,0.7266,48.7477,1.8750,,,,
210,0,25.3812,0.5957,32.8188,1.8750,,,,,0,26.0929,0.5957,17.2808,0.8750,,,,,0,30.0605,0.6885,47.1367,1.8750,,,,
211,0,26.5480,0.5352,30.3655,1.1875,,,,,0,23.1481,0.5718,17.0649,0.7500,,,,,0,30.2031,0.7109,57.8940,2.2500,,,,
212,0,38.7202,0.7031,25.1913,1.2500,,,,,0,26.2589,0.5684,19.3756,0.7500,,,,,0,36.9603,0.9336,48.9116,1.7500,,,,
213,0,29.4709,0.7676,24.5829,0.9688,,,,,0,22.7771,0.6094,22.5636,0.8125,,,,,0,52.8695,1.1250,52.2305,1.7500,,,,
214,0,30.2324,0.8184,20.8940,1.1875,,,,,0,22.6094,0.5747,15.0850,1.1250,,,,,0,28.8498,0.7666,29.2912,1.7500,,,,
215,0,23.0647,0.6646,21.6692,1.5859,,,,,0,17.8155,0.5410,15.4747,1.0625,,,,,0,29.4653,0.6875,30.2553,2.1250,,,,
216,0,41.6461,0.7734,21.5274,0.9678,,,,,0,18.9352,0.5645,16.4869,1.0000,,,,,0,29.5999,0.6777,25.1527,1.8750,,,,
217,0,32.9738,0.8379,23.5211,1.1250,,,,,0,17.6614,0.5273,16.8793,1.2500,,,,,0,29.6672,0.7539,23.8335,2.1250,,,,
218,0,38.7100,0.9971,26.0433,1.3750,,,,,0,17.2053,0.5234,16.5883,0.9375,,,,,0,31.6483,0.8125,21.1395,1.2500,,,,
219,0,20.6691,0.6514,21.2757,1.0000,,,,,0,18.9137,0.5703,15.3983,1.3125,,,,,0,31.6961,0.7744,20.7582,1.6250,,,,
220,0,23.4460,0.7793,22.7040,1.3340,,,,,0,19.6560,0.6250,15.2662,0.7500,,,,,0,27.1744,0.6895,21.6897,0.9688,,,,
221,0,33.6727,0.8867,22.1865,1.1699,,,,,0,17.7750,0.5000,15.7542,1.0000,,,,,0,34.0268,0.8594,23.8764,1.8750,,,,
222,0,20.5323,0.6162,18.5083,1.0000,,,,,0,17.7180,0.5547,15.2689,1.0000,,,,,0,27.9424,0.6816,21.9366,1.1875,,,,
223,0,24.7039,0.7109,20.7052,1.0625,,,,,0,17.7545,0.5054,16.3653,1.1250,,,,,0,31.0178,0.7617,24.0350,1.6875,,,,
224,0,22.5904,0.6152,20.6946,0.9375,,,,,0,19.6281,0.5312,15.0075,0.8125,,,,,0,33.2431,0.8399,24.2479,1.8750,,,,
225,0,21.2442,0.5938,21.8854,0.8750,,,,,0,16.6622,0.5469,15.6564,1.0000,,,,,0,27.6398,0.6899,27.7652,2.2500,,,,
226,0,24.2023,0.6680,25.3590,1.4375,,,,,0,19.2195,0.6016,16.3606,1.0625,,,,,0,28.3804,0.6738,32.2020,3.0625,,,,
227,0,27.5170,0.7656,20.8612,1.0938,,,,,0,19.3516,0.5625,15.8487,0.8750,,,,,0,43.1290,0.9062,30.4120,2.1250,,,,
228,0,19.7133,0.5312,21.2443,1.1250,,,,,0,17.6233,0.5156,13.4623,0.6875,,,,,0,32.6582,0.8438,30.5303,1.3750,,,,
229,0,21.4373,0.6328,21.6461,1.2500,,,,,0,24.9720,0.7109,14.6072,0.7500,,,,,0,37.9616,0.9688,37.7206,2.9375,,,,
230,0,20.6447,0.5977,18.5427,1.0469,,,,,0,24.1640,0.6328,13.5869,0.5156,,,,,0,29.5420,0.8125,33.5788,1.3750,,,,
231,0,21.0354,0.6016,24.3689,1.2500,,,,,0,20.1432,0.6094,13.6704,0.6250,,,,,0,29.4459,0.6465,33.4622,1.4375,,,,
232,0,22.4009,0.7811,21.8118,0.9062,,,,,0,20.0444,0.6016,13.9222,0.7500,,,,,0,28.6414,0.7188,30.0192,1.4375,,,,
233,0,20.7822,0.5703,23.6314,1.1250,,,,,0,19.5090,0.5938,13.7995,1.1250,,,,,0,30.3578,0.7344,30.3432,1.6875,,,,
234,0,23.3691,0.7188,26.0215,1.5000,,,,,0,20.6343,0.6562,13.8378,0.6250,,,,,0,29.9764,0.7500,30.7579,1.1875,,,,
235,0,45.6639,0.9858,24.3325,1.1250,,,,,0,21.0483,0.5781,14.4707,0.7500,,,,,0,30.2200,0.7188,29.7153,1.5000,,,,
236,0,21.5441,0.5903,23.8434,0.9375,,,,,0,19.3581,0.5686,13.5260,0.6875,,,,,0,32.7021,0.7578,29.5529,1.3125,,,,
237,0,21.1583,0.6304,22.2830,1.1094,,,,,0,18.4025,0.5308,14.4391,0.6875,,,,,0,33.9037,0.7812,30.2660,1.3750,,,,
238,0,24.9219,0.6875,29.0296,2.1250,,,,,0,19.4009,0.5547,18.1953,0.9941,,,,,0,51.8327,0.9863,46.1688,3.1250,,,,
239,0,58.4580,1.1328,30.1059,1.8750,,,,,0,25.7786,0.6250,15.6922,0.6094,,,,,0,29.5437,0.7188,50.4396,2.8750,,,,
240,0,34.5387,0.7852,27.9954,1.3125,,,,,0,26.7446,0.6172,17.6351,0.9062,,,,,0,28.8994,0.7109,35.1613,1.7500,,,,
241,0,44.8288,0.9805,28.0318,1.5000,,,,,0,29.2533,0.6465,17.8807,0.9375,,,,,0,31.5488,0.8086,36.1438,1.5000,,,,
242,0,22.7025,0.6855,26.8216,1.7500,,,,,0,29.1574,0.6719,15.5678,0.8125,,,,,0,36.4954,0.8711,39.1602,2.1973,,,,
243,0,43.1571,0.9844,25.4397,1.1875,,,,,0,30.9160,0.7148,16.2611,0.7500,,,,,0,38.9125,0.9551,35.5099,1.4785,,,,
244,0,24.6262,0.6523,26.4218,1.0000,,,,,0,27.2127,0.6602,16.2959,0.7500,,,,,0,38.1205,0.9258,38.5970,1.8125,,,,
245,0,26.4446,0.6094,30.3222,1.4375,,,,,0,23.7721,0.6055,17.9628,0.6875,,,,,0,35.4112,0.8438,48.6671,1.8867,,,,
246,0,20.7495,0.6172,26.3811,1.0625,,,,,0,22.7969,0.5742,18.1007,0.6250,,,,,0,30.5486,0.7734,48.7007,2.2500,,,,
247,0,38.2386,0.8828,33.7624,1.9062,,,,,0,21.4893,0.5820,20.5946,0.8887,,,,,0,36.9633,0.8281,43.8187,1.6328,,,,
248,0,64.4690,1.0430,31.1269,1.7500,,,,,0,19.7276,0.5508,18.8879,0.6875,,,,,0,40.3908,0.8096,42.2567,1.5625,,,,
249,0,23.6033,0.6187,27.9150,1.6250,,,,,0,18.0855,0.5023,17.7333,0.7500,,,,,0,30.8658,0.7178,44.7707,1.6406,,,,
250,0,41.9139,0.8164,25.9636,1.1250,,,,,0,28.8958,0.6113,17.4618,1.1250,,,,,0,42.9190,0.9062,41.2180,1.6250,,,,
251,0,23.6708,0.6777,23.8111,0.9375,,,,,0,20.2788,0.5825,17.1407,0.7500,,,,,0,31.1710,0.7422,32.1451,2.0000,,,,
252,0,52.8985,1.0234,24.9819,1.5625,,,,,0,17.9794,0.5283,16.2436,0.7812,,,,,0,32.4130,0.8574,30.0454,1.3281,,,,
253,0,22.0858,0.6740,22.7904,1.6250,,,,,0,18.6200,0.5488,16.8547,0.7500,,,,,0,28.5493,0.7026,27.0473,1.1250,,,,
254,0,23.9592,0.7687,21.9808,0.8438,,,,,0,17.7587,0.5156,18.0904,0.7500,,,,,0,28.6717,0.7031,22.3061,1.0000,,,,
255,0,45.6764,1.0225,25.1569,1.5000,,,,,0,17.6475,0.5391,17.0170,0.7500,,,,,0,29.0816,0.7373,20.7677,1.4375,,,,
256,0,37.7091,0.9736,22.7709,1.1484,,,,,0,17.5502,0.5195,18.1667,0.7500,,,,,0,32.1864,0.8418,20.9585,1.0000,,,,
257,0,26.5844,0.7808,18.9029,0.9844,,,,,0,20.4408,0.6035,18.1906,0.6875,,,,,0,27.4526,0.7085,21.4660,1.2500,,,,
258,0,21.7716,0.6499,20.7647,0.9062,,,,,0,18.7945,0.5547,16.5073,0.6250,,,,,0,31.0266,0.8008,25.3577,1.0000,,,,
259,0,43.5581,0.9438,20.9147,0.8750,,,,,0,17.7956,0.5312,16.2997,0.6406,,,,,0,31.0570,0.7832,20.7529,0.9688,,,,
260,0,21.3398,0.6084,19.7813,0.7109,,,,,0,17.1927,0.5156,17.4291,0.7500,,,,,0,28.2858,0.7148,24.3421,1.2656,,,,
261,0,24.5675,0.7749,18.8500,1.0234,,,,,0,17.3814,0.5234,16.6713,0.7500,,,,,0,30.1705,0.7734,21.3029,1.7500,,,,
262,0,19.0075,0.5283,19.0244,1.0938,,,,,0,16.6015,0.5078,15.9273,0.8750,,,,,0,33.6040,0.7646,23.7011,2.3750,,,,
263,0,24.2413,0.6875,20.0726,0.7500,,,,,0,17.0220,0.5391,17.6447,0.7500,,,,,0,26.3948,0.7015,34.0966,1.6250,,,,
264,0,21.7968,0.6719,20.2987,0.8125,,,,,0,19.1651,0.5625,14.1515,0.6250,,,,,0,32.4753,0.7852,23.2469,1.1875,,,,
265,0,20.3771,0.5391,21.1080,0.8594,,,,,0,17.4769,0.5135,14.6859,0.6250,,,,,0,27.7361,0.6875,27.6273,1.0742,,,,
266,0,33.5362,0.8594,24.5550,1.5625,,,,,0,18.8059,0.5703,13.2012,0.7500,,,,,0,28.1020,0.7500,30.1378,1.5000,,,,
267,0,44.9138,0.7715,26.0679,1.0625,,,,,0,18.1391,0.5859,13.6757,0.6250,,,,,0,29.6204,0.7422,38.6881,1.8823,,,,
268,0,25.3546,0.6250,19.5578,0.8125,,,,,0,17.7667,0.5361,14.0935,0.7500,,,,,0,26.9900,0.6565,29.3809,1.0938,,,,
269,0,26.8146,0.7617,20.7082,1.0625,,,,,0,19.9099,0.5547,15.4231,0.9375,,,,,0,30.0724,0.8125,31.8674,1.2500,,,,
270,0,22.3011,0.6445,22.7123,0.8750,,,,,0,18.1875,0.5420,15.0259,0.6875,,,,,0,32.5661,0.6953,30.5867,1.2500,,,,
271,0,33.1040,0.8086,19.5966,0.8750,,,,,0,17.5118,0.5459,15.4777,0.7500,,,,,0,26.7080,0.6758,34.2229,2.0000,,,,
272,0,20.8531,0.6797,21.9866,1.0000,,,,,0,17.7205,0.5396,15.1189,0.6875,,,,,0,30.0925,0.6719,30.4995,1.4375,,,,
273,0,21.8393,0.6094,18.5249,0.8125,,,,,0,18.0855,0.5105,15.2245,0.5117,,,,,0,31.2846,0.6533,31.2426,1.0464,,,,
274,0,21.0909,0.5898,22.5368,1.1250,,,,,0,21.3646,0.5742,16.2530,0.7500,,,,,0,33.2323,0.7324,34.0582,1.9062,,,,
275,0,20.9926,0.6562,22.7879,1.1250,,,,,0,17.6505,0.5098,16.5167,0.6250,,,,,0,33.1689,0.6846,27.1444,1.1875,,,,
276,0,22.5472,0.6875,26.4095,1.0547,,,,,0,19.4931,0.5390,20.9624,1.1562,,,,,0,31.2464,0.7578,49.9832,2.6406,,,,
277,0,38.8917,0.9922,24.3168,1.6250,,,,,0,30.8743,0.6250,15.2701,0.7500,,,,,0,59.9583,0.9688,33.4717,2.5625,,,,
278,0,22.8941,0.5938,28.1067,1.2500,,,,,0,27.6969,0.6250,15.1989,0.7500,,,,,0,35.5038,0.7969,30.3283,2.2500,,,,
279,0,22.0887,0.5938,26.6055,1.7500,,,,,0,24.5711,0.5703,17.7332,0.7500,,,,,0,35.2895,0.8594,36.2118,2.1250,,,,
280,0,24.3508,0.6719,28.2944,1.2500,,,,,0,22.4186,0.5781,17.1991,0.7500,,,,,0,35.5452,0.8281,36.6985,1.5703,,,,
281,0,25.7350,0.6719,30.7913,1.4375,,,,,0,19.6347,0.5234,16.5926,0.7500,,,,,0,37.2862,0.8428,36.8360,2.0000,,,,
282,0,21.3190,0.5703,36.1719,1.6250,,,,,0,23.2461,0.5703,17.6482,0.8750,,,,,0,29.9368,0.7812,38.4096,2.0000,,,,
283,0,27.9739,0.7031,29.2713,1.5312,,,,,0,25.7870,0.6016,17.7627,0.6250,,,,,0,30.6700,0.7803,48.2465,1.8750,,,,
284,0,36.9354,0.7812,36.7977,1.5000,,,,,0,28.0102,0.6191,18.8059,0.7500,,,,,0,30.4247,0.7539,44.9814,1.6250,,,,
285,0,20.8351,0.5469,32.9980,1.3438,,,,,0,21.5085,0.5469,19.5195,0.7500,,,,,0,28.6928,0.6875,49.6153,2.3750,,,,
286,0,42.6085,0.8984,41.0988,1.5000,,,,,0,17.1353,0.5371,21.9300,0.8125,,,,,0,28.9917,0.7012,55.2591,3.0000,,,,
287,0,41.3134,0.7188,34.2124,1.5000,,,,,0,26.9320,0.5962,20.6783,0.8750,,,,,0,38.7744,0.9849,50.7519,2.3750,,,,
288,0,28.5859,0.8530,30.6852,1.1875,,,,,0,20.3271,0.6313,20.9322,0.7734,,,,,0,36.5795,0.9062,43.9578,2.0000,,,,
289,0,28.4723,0.7656,36.1675,1.4062,,,,,0,21.1146,0.5977,21.5730,0.8750,,,,,0,32.9957,0.8242,46.6135,1.9141,,,,
290,0,22.7072,0.7809,33.1604,1.2500,,,,,0,19.0022,0.6074,22.4784,0.7500,,,,,0,34.3152,0.6621,37.4168,1.6250,,,,
291,0,32.6462,0.8601,39.5656,1.4688,,,,,0,17.3608,0.5488,23.6091,0.9375,,,,,0,27.4421,0.7109,33.5472,1.6250,,,,
292,0,25.5864,0.6748,33.1771,1.2500,,,,,0,17.1300,0.5110,26.0103,0.8750,,,,,0,34.0414,0.8242,32.9414,1.4375,,,,
293,0,35.0858,0.7920,38.8714,1.9375,,,,,0,17.2354,0.5425,23.6307,0.8281,,,,,0,32.1243,0.8359,31.3301,1.6250,,,,
294,0,39.5896,0.9941,31.4405,1.2031,,,,,0,23.4764,0.6482,23.5840,1.0000,,,,,0,27.3219,0.7388,30.3113,1.5625,,,,
295,0,20.5764,0.6699,32.6197,1.3438,,,,,0,17.9806,0.5625,22.4485,0.9062,,,,,0,27.6433,0.7427,32.5625,1.3750,,,,
296,0,46.4334,0.9141,33.6442,1.5625,,,,,0,17.8356,0.5391,24.4096,0.9375,,,,,0,34.7606,0.8135,36.1505,1.6250,,,,
297,0,35.1540,0.8755,31.9223,1.4375,,,,,0,20.2782,0.6313,22.0443,0.8125,,,,,0,28.5030,0.7207,31.7995,1.5312,,,,
298,0,25.1614,0.7344,30.8821,1.3125,,,,,0,18.3987,0.6104,23.8517,0.9375,,,,,0,31.8784,0.8047,34.5499,1.7812,,,,
299,0,26.4657,0.7793,35.8256,1.5000,,,,,0,17.0575,0.5605,24.1209,0.9375,,,,,0,29.4995,0.7500,34.5590,1.5000,,,,
300,0,64.4121,1.1133,41.9966,1.6875,,,,,0,18.0523,0.6035,22.9811,0.9688,,,,,0,25.8852,0.6680,35.6985,1.3750,,,,
301,0,23.0127,0.6953,37.4406,1.3750,,,,,0,18.4539,0.6289,23.8531,0.8750,,,,,0,27.5583,0.7734,44.6078,1.5156,,,,
302,0,30.2560,0.7500,32.5805,1.3125,,,,,0,19.0632,0.5898,23.1695,0.8750,,,,,0,37.7940,0.8984,36.1981,1.4531,,,,
303,0,31.8471,0.8499,35.6912,1.6250,,,,,0,18.4721,0.6069,21.2348,0.8750,,,,,0,34.3074,0.8423,40.9376,1.6172,,,,
304,0,24.4805,0.6211,35.0329,1.8125,,,,,0,20.3487,0.5781,20.3301,0.8750,,,,,0,54.1321,1.0830,63.4123,2.5000,,,,
305,0,45.7976,1.0371,32.7714,1.3926,,,,,0,21.6060,0.6250,22.2929,0.8750,,,,,0,45.3252,1.1875,67.1056,2.7188,,,,
306,0,24.3926,0.7930,33.2179,1.5098,,,,,0,19.1852,0.6406,21.0720,0.8545,,,,,0,31.6998,0.7695,46.6222,1.8750,,,,
307,0,36.2516,0.8906,30.9649,1.3750,,,,,0,18.0293,0.5918,20.0436,0.9160,,,,,0,32.2316,0.8516,42.0270,1.6250,,,,
308,0,24.5859,0.7285,34.3258,1.5000,,,,,0,18.6366,0.5479,20.3621,1.0142,,,,,0,29.5395,0.7734,48.9825,1.6562,,,,
309,0,33.0955,0.8867,48.1808,2.3750,,,,,0,17.9525,0.5989,20.4072,1.0107,,,,,0,30.1912,0.6758,39.9013,1.6250,,,,
310,0,21.1663,0.6641,31.0695,1.5469,,,,,0,18.4360,0.5703,19.2858,0.9434,,,,,0,30.7058,0.6738,39.4233,1.5938,,,,
311,0,23.8339,0.6670,37.8778,1.6250,,,,,0,17.5254,0.5488,19.8068,0.8945,,,,,0,39.8626,0.7844,41.8548,1.7188,,,,
312,0,27.9044,0.7285,29.3095,1.5000,,,,,0,17.5220,0.5469,19.1529,0.8125,,,,,0,36.2048,0.7656,43.3297,1.7500,,,,
313,0,29.8028,0.7266,31.3770,1.3887,,,,,0,18.5845,0.5830,19.9927,1.0000,,,,,0,44.5807,0.9629,54.8285,2.0312,,,,
314,0,23.0663,0.6953,34.1957,1.8066,,,,,0,19.9415,0.5820,25.7598,1.0000,,,,,0,39.9791,0.9219,47.8376,1.9590,,,,
315,0,22.6980,0.7734,41.0485,1.8125,,,,,0,27.0117,0.6250,21.7709,0.8125,,,,,0,40.5233,0.8535,46.2809,2.1250,,,,
316,0,24.5741,0.7188,42.4476,1.8125,,,,,0,23.7589,0.5664,22.7084,1.0000,,,,,0,36.1219,0.8018,43.6452,1.7676,,,,
317,0,28.6729,0.7500,39.6470,1.9805,,,,,0,23.1570,0.5625,23.5139,1.0000,,,,,0,49.7038,0.9818,43.4989,2.2500,,,,
318,0,23.5495,0.6250,52.4418,2.3438,,,,,0,23.8125,0.6094,23.7848,0.9375,,,,,0,53.0634,1.0327,48.4593,2.1875,,,,
319,0,26.0924,0.8125,43.8695,3.5938,,,,,0,20.5251,0.5547,20.9890,1.0000,,,,,0,63.3693,1.1113,45.9287,2.2500,,,,
320,0,46.0665,0.9062,41.0321,2.0000,,,,,0,24.1468,0.5859,21.3092,0.7500,,,,,0,49.9370,1.0098,46.6093,2.1875,,,,
321,0,23.7757,0.6406,39.6244,1.5938,,,,,0,25.2052,0.5859,21.8958,0.8750,,,,,0,45.3219,0.9346,50.1341,2.0703,,,,
322,0,42.1688,0.9062,42.5568,2.1250,,,,,0,26.6415,0.6250,23.4137,1.0000,,,,,0,36.9338,0.8369,44.2650,2.1250,,,,
323,0,42.5690,0.7266,37.3921,1.6250,,,,,0,21.6464,0.5703,23.1563,0.8750,,,,,0,29.6537,0.7349,49.2070,2.3125,,,,
324,0,20.4869,0.5508,44.1329,1.7500,,,,,0,19.6290,0.5317,22.7302,0.7500,,,,,0,36.3342,0.8438,49.2158,1.9375,,,,
325,0,42.1671,0.7656,42.6677,1.7500,,,,,0,26.3667,0.5508,23.5576,0.8750,,,,,0,50.1183,1.0703,53.5178,2.5000,,,,
326,0,35.6559,0.8008,33.7661,1.3750,,,,,0,19.9919,0.5938,24.3597,1.0625,,,,,0,34.1679,0.8047,46.4530,1.7500,,,,
327,0,22.8003,0.6094,31.1469,1.5000,,,,,0,19.1096,0.5547,20.1488,1.0684,,,,,0,35.6139,0.8516,41.7833,1.8281,,,,
328,0,30.5289,0.8127,30.3458,1.4375,,,,,0,20.7857,0.6001,20.4421,0.8125,,,,,0,27.3920,0.6719,33.9830,1.8281,,,,
329,0,24.8648,0.7676,28.0942,1.4375,,,,,0,17.8026,0.5547,21.0382,1.0625,,,,,0,34.3001,0.8496,29.4688,1.0938,,,,
330,0,68.9051,2.1250,27.8389,1.2812,,,,,0,56.8184,1.5312,31.0933,1.4688,,,,,0,82.0680,1.9062,43.0698,2.0156,,,,
331,0,27.2133,0.7812,30.2918,1.7500,,,,,0,21.7518,0.6562,25.1300,1.0000,,,,,0,54.4252,0.9062,45.4146,2.0625,,,,
332,0,28.0846,0.7188,28.2643,1.0000,,,,,0,19.0758,0.5625,19.0731,0.6875,,,,,0,27.1250,0.7188,34.0477,1.1875,,,,
333,0,25.5944,0.6562,30.2217,1.1250,,,,,0,16.9513,0.4844,18.5448,0.7188,,,,,0,27.6675,0.6562,27.3679,1.0156,,,,
334,0,42.6128,0.9062,25.9639,0.9375,,,,,0,19.9691,0.5781,20.2653,0.7881,,,,,0,26.2835,0.6719,29.2297,1.0625,,,,
335,0,42.3596,0.8281,24.5390,0.7500,,,,,0,16.0145,0.4375,19.3316,0.7305,,,,,0,24.9668,0.8281,35.8873,1.3750,,,,
336,0,19.4073,0.5469,27.5313,1.1094,,,,,0,14.9629,0.4062,19.4795,0.6641,,,,,0,22.6233,0.5938,45.2144,2.0938,,,,
