frame,fp8_diverged,fp8_text_l2,fp8_text_maxabs,fp8_audio_l2,fp8_audio_maxabs,fp8_rms,fp8_click,fp8_centroid_hz,fp8_flatness,w8a16_diverged,w8a16_text_l2,w8a16_text_maxabs,w8a16_audio_l2,w8a16_audio_maxabs,w8a16_rms,w8a16_click,w8a16_centroid_hz,w8a16_flatness,nvfp4ffn-w8a16_diverged,nvfp4ffn-w8a16_text_l2,nvfp4ffn-w8a16_text_maxabs,nvfp4ffn-w8a16_audio_l2,nvfp4ffn-w8a16_audio_maxabs,nvfp4ffn-w8a16_rms,nvfp4ffn-w8a16_click,nvfp4ffn-w8a16_centroid_hz,nvfp4ffn-w8a16_flatness
14,0,57.6548,1.1250,29.4615,1.0781,,,,,0,25.9510,0.6875,17.4631,0.5312,,,,,0,64.7036,1.6934,48.6696,1.7188,,,,
15,0,64.5699,1.5000,31.4673,1.1562,,,,,0,44.8347,1.0156,22.5274,0.8750,,,,,0,65.6028,1.5605,57.0778,2.1172,,,,
16,0,77.3841,1.6875,32.9256,1.0312,,,,,0,47.4159,1.0938,22.1346,1.1250,,,,,0,65.8501,1.7429,63.9616,2.4375,,,,
17,0,32.1262,0.7812,30.8033,1.0625,,,,,0,56.6630,0.8750,20.3404,0.7812,,,,,0,86.6169,1.7734,52.1771,2.0312,,,,
18,0,32.3742,0.8750,29.0708,1.0625,,,,,0,37.9760,0.7812,19.1859,0.8125,,,,,0,63.9740,1.0938,41.6858,1.8438,,,,
19,0,43.9755,1.1094,30.6537,1.0625,,,,,0,27.2221,0.6562,20.2701,0.7188,,,,,0,58.4250,1.1875,46.6069,1.6562,,,,
20,0,27.1205,0.8125,26.0501,0.9531,,,,,0,32.9649,0.7500,20.1072,0.8535,,,,,0,51.2585,1.1250,41.5135,1.5332,,,,
21,0,69.7285,1.0938,32.2256,1.0000,,,,,0,21.6427,0.6094,19.6177,0.6875,,,,,0,32.5428,0.7812,44.5191,1.9688,,,,
22,0,23.3186,0.6094,25.6696,0.8750,,,,,0,19.5849,0.5000,24.1532,0.8828,,,,,0,29.2991,0.7188,49.0419,2.4375,,,,
23,0,62.6283,0.9922,27.7252,0.8750,,,,,0,17.3286,0.4141,22.9818,1.0078,,,,,0,30.5795,0.7344,64.4703,2.9062,,,,
24,0,47.7487,1.0000,26.5591,0.9375,,,,,0,19.3481,0.4688,21.1636,0.8164,,,,,0,33.7797,0.7856,40.5654,1.6250,,,,
25,0,71.8190,1.8125,36.2871,1.5781,,,,,0,44.1060,1.1250,22.8680,1.0000,,,,,0,56.9796,1.4062,49.1148,2.3125,,,,
26,0,39.9483,0.8281,28.3120,1.5000,,,,,0,18.0480,0.5156,17.5304,0.8750,,,,,0,39.7762,1.0625,41.6026,1.9375,,,,
27,0,33.3451,0.8125,28.2988,1.0625,,,,,0,19.0444,0.4688,16.3864,0.6250,,,,,0,40.3981,1.2812,39.3094,1.5000,,,,
28,0,47.9681,0.9141,37.2854,1.2412,,,,,0,17.5987,0.5625,19.7564,0.7500,,,,,0,44.9764,0.8828,45.1402,1.9062,,,,
29,0,32.6032,0.8750,26.5813,0.8750,,,,,0,22.6222,0.5312,18.9443,0.7188,,,,,0,33.5248,0.9375,42.4825,1.8750,,,,
30,0,27.6781,0.6875,32.0890,1.0469,,,,,0,18.8025,0.6367,19.0306,0.6250,,,,,0,39.7244,0.8713,50.9380,1.8203,,,,
31,0,23.7658,0.5938,32.4606,1.2812,,,,,0,17.4845,0.5000,19.2935,0.6875,,,,,0,31.0106,0.8750,47.5037,1.9062,,,,
32,0,22.0539,0.5312,28.3314,0.8750,,,,,0,14.8937,0.3750,17.9689,0.6250,,,,,0,30.8790,0.8047,45.2206,2.0312,,,,
33,0,35.5780,0.7812,33.6298,1.3750,,,,,0,21.6425,0.5312,21.4540,0.7500,,,,,0,34.6999,1.0000,41.0277,1.7500,,,,
34,0,41.4010,0.9375,37.0322,1.1875,,,,,0,20.9860,0.5625,22.2362,0.8750,,,,,0,33.7319,0.8711,48.6466,2.2812,,,,
35,0,26.2380,0.7656,33.5658,1.1875,,,,,0,20.2362,0.5938,23.7182,0.9375,,,,,0,40.7104,1.0938,43.7920,1.6875,,,,
36,0,45.4772,1.0312,27.6407,1.0000,,,,,0,22.4515,0.6250,20.9833,0.6875,,,,,0,29.3280,0.7812,43.7637,1.6562,,,,
37,0,29.3631,0.8594,28.8136,0.9062,,,,,0,22.8045,0.6562,21.4056,0.7812,,,,,0,35.5035,0.9531,48.8757,2.0977,,,,
38,0,23.1660,0.7656,28.3535,0.9375,,,,,0,20.4650,0.5781,21.2206,0.7500,,,,,0,35.3725,1.0156,41.5885,1.3438,,,,
39,0,22.3397,0.6484,33.6796,1.5000,,,,,0,23.6554,0.6025,20.6649,0.8750,,,,,0,33.2042,0.9844,49.8703,1.6406,,,,
40,0,24.4063,0.6094,27.8097,1.0000,,,,,0,20.1693,0.5830,20.2031,1.1250,,,,,0,43.8755,1.1016,32.0503,1.6133,,,,
41,0,28.4647,0.7422,21.9294,0.8438,,,,,0,21.5469,0.5863,18.6387,1.1250,,,,,0,38.5785,0.8906,29.3058,1.6562,,,,
42,0,24.9065,0.7031,24.3094,1.2812,,,,,0,25.5860,0.7031,17.8683,1.1875,,,,,0,35.1428,0.7969,38.9924,2.1875,,,,
43,0,23.9104,0.7812,28.8795,1.4375,,,,,0,21.4041,0.6250,18.7003,1.5312,,,,,0,32.5047,0.8438,43.3565,1.6406,,,,
44,0,29.8801,0.7344,27.6446,1.2500,,,,,0,22.7515,0.6875,22.3813,1.7812,,,,,0,32.5171,0.9375,40.4170,1.8818,,,,
45,0,25.2036,0.7578,21.4618,1.2500,,,,,0,26.4390,0.7656,16.7029,1.3906,,,,,0,31.6014,0.8906,51.4920,3.7500,,,,
46,0,23.1715,0.6719,24.8259,1.0000,,,,,0,21.6433,0.6562,19.5690,1.3125,,,,,0,33.9938,0.8594,41.1285,2.0938,,,,
47,0,24.0308,0.6875,22.5854,0.8906,,,,,0,23.3173,0.7188,17.1051,1.2500,,,,,0,31.1510,0.9844,34.6169,1.8438,,,,
48,0,23.9405,0.7656,23.8799,1.6250,,,,,0,26.1222,0.7969,17.3124,0.8750,,,,,0,30.9944,0.9688,33.6110,1.7500,,,,
49,0,24.6072,0.7031,28.4331,1.2500,,,,,0,21.9147,0.7188,16.6010,0.8750,,,,,0,32.1351,0.9531,32.1525,1.6250,,,,
50,0,23.0686,0.7734,28.5783,1.3750,,,,,0,21.0592,0.7188,17.2497,0.7500,,,,,0,31.6369,0.9688,31.6055,1.4062,,,,
51,0,54.1164,1.0234,22.5060,1.2500,,,,,0,21.2048,0.6875,15.9583,0.8750,,,,,0,34.1206,0.8750,61.4695,3.0938,,,,
52,0,28.5870,0.7031,26.5772,2.4375,,,,,0,22.2441,0.5938,15.9584,1.0000,,,,,0,31.2216,0.7656,35.4722,1.9375,,,,
53,0,29.8927,0.8438,22.8084,0.7656,,,,,0,27.0996,0.7656,15.4372,0.7500,,,,,0,36.3770,0.8906,34.2416,2.6250,,,,
54,0,51.2294,1.1094,24.2420,1.0625,,,,,0,28.0433,0.7812,15.2213,0.7500,,,,,0,38.2672,0.7969,34.7327,2.7500,,,,
55,0,29.5125,0.7031,24.3156,0.9375,,,,,0,25.8365,0.7188,15.4577,0.6250,,,,,0,37.4397,0.7812,38.0273,1.9375,,,,
56,0,32.6182,0.8438,27.1857,1.2500,,,,,0,29.2564,0.7344,16.6850,1.0000,,,,,0,34.7256,0.7656,33.1123,1.5039,,,,
57,0,26.4350,0.7578,23.3352,0.9375,,,,,0,27.2300,0.6875,16.3513,0.7500,,,,,0,37.2354,0.7500,37.5106,1.6328,,,,
58,0,27.2257,0.7578,25.9807,0.8594,,,,,0,25.5834,0.6719,16.3784,0.7500,,,,,0,44.5866,0.8711,38.9042,1.5312,,,,
59,0,40.1558,0.8984,24.3176,1.2500,,,,,0,30.6871,0.7188,16.2278,0.8125,,,,,0,49.8112,0.9219,37.1905,1.5000,,,,
60,0,24.4304,0.6719,22.7762,0.9375,,,,,0,26.2907,0.6562,16.4176,0.9375,,,,,0,41.6854,0.8477,36.9463,1.4219,,,,
61,0,24.1782,0.6641,22.6711,1.1250,,,,,0,35.5537,0.7656,17.0282,0.7500,,,,,0,35.1964,0.8906,36.5123,1.6875,,,,
62,0,27.1524,0.7578,23.5316,1.0312,,,,,0,30.0519,0.6797,15.8538,0.7500,,,,,0,37.2132,0.8750,35.5948,1.3633,,,,
63,0,30.2828,0.8750,24.4950,1.6250,,,,,0,27.6822,0.6875,17.7956,1.0000,,,,,0,56.0801,0.9453,40.3256,2.0938,,,,
64,0,23.2663,0.7031,18.6864,1.0312,,,,,0,24.3430,0.6229,15.6342,0.8750,,,,,0,42.1900,0.8750,32.7325,2.1250,,,,
65,0,33.8356,0.8164,18.6202,0.8125,,,,,0,20.1043,0.6016,14.5853,0.8750,,,,,0,39.4649,0.8613,30.2946,2.1250,,,,
66,0,21.8364,0.6289,21.9842,0.9375,,,,,0,21.2002,0.6289,15.3029,0.8750,,,,,0,32.4664,0.7617,30.8388,1.8125,,,,
67,0,23.4007,0.6646,21.0630,1.1250,,,,,0,21.4979,0.6406,16.1078,0.8750,,,,,0,39.5371,0.8259,30.6250,2.1250,,,,
68,0,27.4580,0.8516,21.6902,1.5000,,,,,0,21.0947,0.6152,16.5738,0.9375,,,,,0,31.7057,0.8750,29.0210,1.8125,,,,
69,0,48.2238,0.9395,17.7001,1.0000,,,,,0,22.1062,0.6602,15.9248,0.7500,,,,,0,31.6138,0.8633,25.5026,1.8125,,,,
70,0,25.8573,0.6816,18.2612,0.9062,,,,,0,20.9590,0.6104,16.4862,0.7500,,,,,0,30.6904,0.8105,22.8638,1.6250,,,,
71,0,23.4756,0.7461,21.1505,1.1250,,,,,0,21.4724,0.6250,16.2250,0.8125,,,,,0,30.9381,0.8047,21.6981,1.4375,,,,
72,0,22.5982,0.7422,20.8124,1.0625,,,,,0,20.9362,0.6094,16.1860,0.8125,,,,,0,30.0266,0.8047,23.6485,2.0000,,,,
73,0,23.8887,0.6875,21.1616,0.9062,,,,,0,20.0593,0.5879,16.9324,0.6562,,,,,0,31.6925,0.7832,25.7515,1.5000,,,,
74,0,35.2359,0.8828,18.1366,1.0000,,,,,0,20.1444,0.5938,17.3311,0.9375,,,,,0,37.4866,0.8018,25.0203,1.4375,,,,
75,0,34.8739,0.8789,19.8806,0.8750,,,,,0,20.7549,0.6094,15.6500,0.8125,,,,,0,31.4586,0.7559,21.3154,1.3125,,,,
76,0,22.8855,0.7598,19.3886,0.8125,,,,,0,22.9530,0.7188,13.9925,0.5312,,,,,0,31.4744,0.8242,30.9385,1.8125,,,,
77,0,23.3845,0.7812,19.8376,1.1250,,,,,0,21.8313,0.6719,14.3303,1.0000,,,,,0,42.7398,0.9395,28.0292,1.0703,,,,
78,0,32.6118,0.8281,24.0504,1.1250,,,,,0,20.2682,0.6328,13.4408,0.5625,,,,,0,32.2439,0.8984,29.6072,1.5469,,,,
79,0,28.1681,0.8164,24.2108,1.0625,,,,,0,26.5986,0.8438,16.9230,0.8750,,,,,0,30.7032,1.0000,31.3734,1.6250,,,,
80,0,22.6361,0.6953,24.1347,1.3125,,,,,0,23.3726,0.7734,15.9422,0.6875,,,,,0,31.9451,1.0391,35.4807,2.1250,,,,
81,0,26.3528,0.8672,23.3875,1.6875,,,,,0,22.0510,0.7031,15.1567,0.6562,,,,,0,30.4647,1.0156,35.3843,1.8750,,,,
82,0,25.6846,0.8594,23.6576,1.5000,,,,,0,20.3403,0.6484,15.8897,0.6875,,,,,0,31.9733,0.8672,33.2653,1.8750,,,,
83,0,38.1935,0.8789,22.9770,1.2500,,,,,0,22.5303,0.7031,16.7618,0.6406,,,,,0,33.5230,1.0156,33.9115,2.3750,,,,
84,0,23.7242,0.8125,21.6829,0.9375,,,,,0,24.0665,0.7031,15.3433,0.7031,,,,,0,31.9825,0.8438,28.1136,1.0938,,,,
85,0,22.7113,0.7148,21.4100,0.9062,,,,,0,20.6413,0.6484,16.3835,0.7500,,,,,0,30.0509,0.8828,27.2255,1.1250,,,,
86,0,30.2643,0.9160,24.2053,1.0000,,,,,0,23.7106,0.6953,15.4596,0.7500,,,,,0,31.4275,0.8203,28.6149,1.2500,,,,
87,0,21.9422,0.6328,23.2543,1.3906,,,,,0,24.2610,0.6797,15.6598,0.8125,,,,,0,29.9378,0.8516,28.0885,1.3750,,,,
88,0,38.8616,0.9102,22.1909,1.2500,,,,,0,22.4822,0.6797,16.2118,0.7500,,,,,0,41.3435,0.9067,41.3549,2.1250,,,,
89,0,28.0717,0.7344,23.7958,2.1250,,,,,0,22.1919,0.5869,15.6655,1.0000,,,,,0,30.9279,0.7197,41.0605,3.3750,,,,
90,0,32.3512,0.8750,23.0220,1.0156,,,,,0,27.1105,0.6562,16.3330,0.7500,,,,,0,40.5762,0.8125,35.8789,1.2500,,,,
91,0,25.5116,0.7656,22.3460,1.0000,,,,,0,25.9865,0.6875,16.7859,0.6250,,,,,0,33.9913,0.7832,32.5805,1.3750,,,,
92,0,25.3180,0.6875,24.2759,1.0000,,,,,0,30.4827,0.7031,18.8225,0.8750,,,,,0,33.9686,0.9062,39.6380,1.7500,,,,
93,0,24.2743,0.6719,24.3780,1.2500,,,,,0,31.1182,0.7188,18.0539,0.7500,,,,,0,32.9840,0.8125,32.3949,1.1562,,,,
94,0,40.4547,0.8516,23.6739,1.0312,,,,,0,32.6797,0.7188,17.7531,0.7500,,,,,0,34.8153,0.8750,37.5184,2.1250,,,,
95,0,40.6098,0.8984,25.8769,1.1875,,,,,0,33.5936,0.7070,18.7327,0.7500,,,,,0,32.0747,0.7852,41.7045,2.0000,,,,
96,0,28.6992,0.8125,26.7519,1.3125,,,,,0,28.6685,0.6953,18.6564,0.7500,,,,,0,65.7545,1.0352,44.3969,2.0195,,,,
97,0,25.8342,0.6094,30.8519,1.0859,,,,,0,40.1637,0.7656,21.0526,0.7812,,,,,0,38.1088,0.8398,52.5186,2.0000,,,,
98,0,25.9586,0.6387,23.4064,1.0625,,,,,0,33.0330,0.6846,18.7750,0.8438,,,,,0,33.8960,0.7584,45.4320,1.9043,,,,
99,0,35.2819,0.7749,27.8218,1.5000,,,,,0,40.8027,0.7246,16.4690,0.9688,,,,,0,37.9909,0.9238,46.1380,2.2417,,,,
100,0,24.8569,0.7031,24.1177,1.2500,,,,,0,40.6476,0.7324,16.9105,0.7031,,,,,0,39.3692,1.0312,43.2945,2.3750,,,,
101,0,27.6251,0.8516,24.8242,1.5000,,,,,0,22.2918,0.5977,19.2335,0.8125,,,,,0,40.0257,0.9766,42.0476,2.1250,,,,
102,0,23.7552,0.7734,21.9032,1.3125,,,,,0,23.8126,0.6289,15.8628,0.6250,,,,,0,34.1606,0.8691,31.0441,1.6250,,,,
103,0,37.8974,0.8633,21.3299,1.1875,,,,,0,20.3808,0.5752,14.6985,0.6875,,,,,0,30.2231,0.8027,28.7753,1.2500,,,,
104,0,25.1942,0.8984,23.2237,1.1875,,,,,0,19.7711,0.6191,14.6837,0.6875,,,,,0,29.3970,0.8027,30.4011,1.6250,,,,
105,0,21.7905,0.7383,24.2414,1.1562,,,,,0,19.6222,0.5548,16.3468,0.6875,,,,,0,31.0130,0.7762,26.9243,1.3750,,,,
106,0,27.2469,0.8223,21.5791,1.0625,,,,,0,19.3785,0.5703,14.7181,0.8125,,,,,0,36.8090,0.8145,27.7050,1.6250,,,,
107,0,44.3321,0.8359,22.6017,1.1055,,,,,0,19.4004,0.5874,14.7603,0.7500,,,,,0,27.9324,0.6797,23.7288,1.5000,,,,
108,0,21.8749,0.6719,18.9092,1.0312,,,,,0,19.2497,0.5995,14.8972,0.7500,,,,,0,28.3037,0.6854,23.0936,1.1250,,,,
109,0,29.0402,0.7803,19.5731,1.3750,,,,,0,22.8042,0.5840,14.3138,0.7305,,,,,0,34.8695,0.7734,21.5475,1.1250,,,,
110,0,40.3199,0.9695,23.0990,1.1914,,,,,0,20.4859,0.5742,15.2635,0.8438,,,,,0,31.4028,0.7793,22.6282,1.0938,,,,
111,0,21.4943,0.6279,20.1388,1.0000,,,,,0,19.8386,0.5527,14.9591,0.7500,,,,,0,29.9771,0.7646,23.2180,1.2500,,,,
112,0,23.2319,0.6992,21.3764,1.0625,,,,,0,19.3100,0.5469,15.4243,0.6875,,,,,0,31.5876,0.7578,21.6241,1.4375,,,,
113,0,41.3221,0.8789,23.8194,1.5454,,,,,0,19.1528,0.5361,14.5750,0.8750,,,,,0,29.5696,0.7217,24.8637,1.4062,,,,
114,0,25.3835,0.7148,19.6161,1.4141,,,,,0,19.4000,0.5869,12.8682,0.5625,,,,,0,30.4656,0.8750,24.8880,1.2500,,,,
115,0,27.1951,0.7969,23.1900,1.3125,,,,,0,20.0504,0.6016,14.2982,0.8750,,,,,0,30.3711,1.0000,30.1055,1.4492,,,,
116,0,44.4382,1.0156,20.9068,1.2500,,,,,0,21.2341,0.6328,14.3938,0.7500,,,,,0,30.0245,1.1250,29.7437,1.2344,,,,
117,0,23.5500,0.6562,21.3568,1.3867,,,,,0,23.9649,0.7031,14.7642,0.7500,,,,,0,31.4072,0.9219,39.3912,1.8633,,,,
118,0,22.0636,0.6152,19.5536,1.1875,,,,,0,29.5755,0.7266,15.2723,0.6875,,,,,0,32.9591,0.9297,35.4223,2.0625,,,,
119,0,21.1384,0.6094,21.1541,1.8125,,,,,0,20.9180,0.6250,14.0575,0.5938,,,,,0,30.0887,0.8359,29.1358,1.1250,,,,
120,0,24.8250,0.7422,21.8796,1.0312,,,,,0,22.8108,0.6406,15.7082,0.9375,,,,,0,30.1337,0.9062,27.7939,1.7344,,,,
121,0,26.7500,0.7168,23.0356,1.3438,,,,,0,21.9848,0.6562,14.5023,0.6562,,,,,0,37.1035,0.9844,31.2157,1.4531,,,,
122,0,27.9070,0.8008,19.3013,0.8750,,,,,0,19.8652,0.6084,14.6763,0.6562,,,,,0,29.0386,0.8828,27.6555,1.2812,,,,
123,0,27.3631,0.7734,24.5130,1.3750,,,,,0,25.8500,0.6875,15.2414,0.7500,,,,,0,29.1933,0.8906,29.1340,1.2344,,,,
124,0,27.1850,0.6797,23.1736,0.9688,,,,,0,22.7206,0.6289,16.0181,0.8125,,,,,0,30.8822,0.8516,28.4636,1.4688,,,,
125,0,30.0910,0.6440,24.4709,1.0625,,,,,0,28.9186,0.6914,15.6911,0.9375,,,,,0,32.1781,0.8750,29.7897,1.1562,,,,
126,0,24.3383,0.7031,19.8152,0.8750,,,,,0,22.0503,0.6328,18.4731,1.2500,,,,,0,38.2813,0.8594,43.2146,2.2500,,,,
127,0,24.2418,0.8125,21.5028,1.3125,,,,,0,25.0736,0.6445,17.6714,0.7812,,,,,0,40.0447,0.9062,34.6123,2.4375,,,,
128,0,24.7763,0.7969,22.7156,1.1875,,,,,0,26.0914,0.6250,15.3484,0.6250,,,,,0,32.4247,0.8750,26.6667,1.2500,,,,
129,0,27.2443,0.7734,24.0541,1.0000,,,,,0,21.8164,0.5938,18.4017,0.8750,,,,,0,31.2955,0.7500,47.8468,2.0000,,,,
130,0,34.5362,0.9141,28.9722,1.3750,,,,,0,27.7878,0.7031,18.6766,0.8125,,,,,0,35.0295,0.8281,51.1184,2.0000,,,,
131,0,25.4782,0.8828,28.9253,1.2656,,,,,0,27.3882,0.6562,18.1326,0.6875,,,,,0,31.6314,0.7812,52.2896,2.1875,,,,
132,0,25.6300,0.7969,24.0451,0.9688,,,,,0,29.0242,0.6797,17.0844,0.6250,,,,,0,30.2491,0.7500,42.6957,1.7812,,,,
133,0,24.7434,0.7227,24.9853,1.1250,,,,,0,36.4444,0.7344,20.7791,0.8125,,,,,0,31.0613,0.7500,58.1724,2.3750,,,,
134,0,25.6032,0.6797,24.9538,1.0625,,,,,0,38.0890,0.7314,17.2072,0.6250,,,,,0,30.5162,0.7500,52.7174,2.0137,,,,
135,0,27.7692,0.7148,27.5748,1.6875,,,,,0,31.8349,0.6621,18.0115,0.6562,,,,,0,31.8359,0.7549,53.9194,2.0000,,,,
136,0,35.9609,0.7734,32.3653,1.6250,,,,,0,29.9645,0.6270,17.7385,0.6875,,,,,0,31.2753,0.7305,50.2610,3.0000,,,,
137,0,22.7274,0.5312,29.3391,1.1875,,,,,0,36.5009,0.6797,16.0847,0.8125,,,,,0,48.8391,0.9951,38.5697,1.8750,,,,
138,0,23.0661,0.7422,20.3396,1.0312,,,,,0,22.9775,0.5742,15.8028,1.0000,,,,,0,39.3609,0.9297,34.5396,1.1680,,,,
139,0,34.7230,0.7969,20.4239,0.9062,,,,,0,22.6923,0.6543,15.0825,0.6406,,,,,0,46.0751,1.0000,30.4374,1.8750,,,,
140,0,21.8219,0.6118,20.8434,0.9141,,,,,0,18.8314,0.5425,15.6997,0.6875,,,,,0,32.6932,0.9375,31.3015,1.7500,,,,
141,0,21.1865,0.6133,19.5118,1.1875,,,,,0,19.2686,0.5586,14.5264,0.6250,,,,,0,28.4618,0.8750,29.5569,2.1250,,,,
142,0,23.6093,0.6238,21.8969,0.8750,,,,,0,18.8028,0.5298,14.2659,0.6250,,,,,0,36.4090,0.8477,26.9096,1.2969,,,,
143,0,22.8705,0.6523,25.1240,1.2275,,,,,0,19.7913,0.6270,15.8844,0.7500,,,,,0,31.9224,0.7715,24.7220,1.5625,,,,
144,0,23.8770,0.7689,21.1870,1.0000,,,,,0,19.6558,0.6416,16.2265,1.0000,,,,,0,28.0962,0.7500,33.5470,2.3750,,,,
145,0,22.5788,0.7344,20.5946,1.1250,,,,,0,18.9913,0.5947,16.6053,1.1250,,,,,0,32.4252,0.7822,22.7766,1.6875,,,,
146,0,44.1354,1.0176,19.2956,1.1250,,,,,0,18.7044,0.5498,16.8606,1.0000,,,,,0,27.1471,0.6602,20.7329,1.0625,,,,
147,0,21.2260,0.6973,19.7126,1.1250,,,,,0,18.3922,0.5742,15.2952,1.0000,,,,,0,27.6719,0.6992,23.0838,1.4375,,,,
148,0,26.5539,0.7627,18.2173,1.0000,,,,,0,17.8502,0.5417,14.6549,0.9375,,,,,0,26.4073,0.7023,24.0579,1.3750,,,,
149,0,23.6537,0.6836,19.0208,0.8125,,,,,0,17.5383,0.5039,14.3485,0.8750,,,,,0,26.9844,0.6572,22.5840,1.5625,,,,
150,0,34.5570,0.7520,21.2271,0.8125,,,,,0,20.4704,0.6157,16.5449,1.0000,,,,,0,27.5387,0.6719,23.2902,1.5000,,,,
151,0,22.9411,0.6250,24.7239,1.0625,,,,,0,19.7679,0.6475,16.6446,1.0000,,,,,0,31.2032,1.1250,21.1883,1.1250,,,,
152,0,27.2024,0.7344,20.6783,0.9531,,,,,0,18.9486,0.5815,16.4300,1.3750,,,,,0,51.1384,1.0625,33.9187,1.6562,,,,
153,0,33.5442,0.8594,20.5855,0.6875,,,,,0,18.5984,0.5234,14.7149,1.0625,,,,,0,33.5158,1.1250,29.3272,1.2988,,,,
154,0,23.1384,0.6289,18.3047,0.6523,,,,,0,20.0489,0.6172,13.1609,0.5625,,,,,0,33.4548,0.8828,33.4816,2.0938,,,,
155,0,30.5951,0.8750,19.3949,0.8750,,,,,0,18.8632,0.5674,15.6185,0.6875,,,,,0,30.3850,1.0000,34.8697,1.3281,,,,
156,0,28.6055,0.8281,19.4511,0.7988,,,,,0,19.5612,0.6094,16.1455,0.6562,,,,,0,30.6636,0.8203,34.2736,1.2500,,,,
157,0,37.4284,0.8984,18.8845,0.8125,,,,,0,18.8803,0.5928,16.9575,0.8125,,,,,0,30.4772,0.7500,31.4799,1.1250,,,,
158,0,56.1709,1.1211,20.4887,0.8750,,,,,0,18.5880,0.5601,16.7199,0.7500,,,,,0,32.6316,0.7549,28.5192,1.0625,,,,
159,0,38.4301,0.9141,24.7272,0.8438,,,,,0,18.3836,0.5353,19.5527,0.9375,,,,,0,29.5974,0.7656,32.6727,1.3750,,,,
160,0,21.0358,0.5859,22.4358,1.2422,,,,,0,18.3056,0.5898,17.8330,0.6875,,,,,0,29.7566,0.7344,29.9524,1.1250,,,,
161,0,22.2126,0.7058,24.7011,0.8438,,,,,0,19.0695,0.5332,19.0919,0.8125,,,,,0,27.7945,0.7656,30.7976,1.1250,,,,
162,0,39.6393,0.9252,26.7172,1.1250,,,,,0,18.7411,0.5273,19.8626,1.0000,,,,,0,27.9781,0.7031,31.5128,1.2188,,,,
163,0,25.7882,0.9062,24.4321,1.0000,,,,,0,19.6211,0.5952,18.2477,0.7500,,,,,0,41.2988,0.8789,39.6406,1.4648,,,,
164,0,24.9004,0.6797,29.3281,1.3125,,,,,0,21.7216,0.5977,21.9894,0.7500,,,,,0,31.6528,0.7656,45.9313,1.7500,,,,
165,0,23.7869,0.7031,33.5586,1.3750,,,,,0,25.7531,0.6250,20.0547,0.8750,,,,,0,30.9068,0.8594,47.2377,1.8750,,,,
166,0,41.9220,0.8672,43.4990,2.6250,,,,,0,32.6575,0.7148,22.2604,0.7969,,,,,0,29.1804,0.7812,58.8143,2.5000,,,,
