frame,fp8_diverged,fp8_text_l2,fp8_text_maxabs,fp8_audio_l2,fp8_audio_maxabs,fp8_rms,fp8_click,fp8_centroid_hz,fp8_flatness,w8a16_diverged,w8a16_text_l2,w8a16_text_maxabs,w8a16_audio_l2,w8a16_audio_maxabs,w8a16_rms,w8a16_click,w8a16_centroid_hz,w8a16_flatness,nvfp4ffn-w8a16_diverged,nvfp4ffn-w8a16_text_l2,nvfp4ffn-w8a16_text_maxabs,nvfp4ffn-w8a16_audio_l2,nvfp4ffn-w8a16_audio_maxabs,nvfp4ffn-w8a16_rms,nvfp4ffn-w8a16_click,nvfp4ffn-w8a16_centroid_hz,nvfp4ffn-w8a16_flatness
158,0,20.7493,0.6328,27.3501,0.9844,,,,,0,20.3580,0.5859,19.0105,0.6250,,,,,0,30.0146,0.7891,42.2907,2.0625,,,,
159,0,50.9868,1.1641,23.9454,1.0625,,,,,0,19.6612,0.5469,20.1220,0.8125,,,,,0,33.0454,0.7803,35.5407,1.4688,,,,
160,0,49.0432,1.0391,23.7300,0.9375,,,,,0,17.8036,0.5303,19.4363,0.7188,,,,,0,26.9979,0.7500,35.3832,1.4375,,,,
161,0,38.0200,0.8828,26.7855,1.4375,,,,,0,18.0732,0.5747,19.2796,0.8750,,,,,0,27.0276,0.7266,38.0986,1.3438,,,,
162,0,35.0183,0.7480,25.8733,1.0938,,,,,0,17.4750,0.5488,19.7675,0.8750,,,,,0,28.6164,0.7188,38.5418,1.4062,,,,
163,0,54.3949,1.1641,29.3482,2.8750,,,,,0,20.7411,0.6387,19.3481,0.8125,,,,,0,57.4177,1.2500,46.6586,2.0000,,,,
164,0,23.5560,0.7383,32.3215,1.2500,,,,,0,23.5876,0.5742,22.5266,1.0000,,,,,0,32.8217,0.7285,48.1995,1.8750,,,,
165,0,30.8739,0.7969,38.9880,1.3750,,,,,0,26.4829,0.5879,20.9747,0.6797,,,,,0,31.2675,0.8438,44.2765,1.8750,,,,
166,0,23.5779,0.6484,36.6770,1.6250,,,,,0,26.7778,0.6562,22.5755,0.8125,,,,,0,29.3511,0.7695,48.0719,2.3125,,,,
167,0,35.0902,0.8750,46.5047,2.0000,,,,,0,29.6636,0.6484,24.1489,0.8750,,,,,0,40.5075,0.8281,50.6017,2.5312,,,,
168,0,24.6159,0.7266,41.8498,1.5391,,,,,0,27.1275,0.6172,24.5269,1.0000,,,,,0,32.9484,0.7500,62.8433,2.6461,,,,
169,0,26.0713,0.8203,42.7120,2.0938,,,,,0,29.8030,0.6250,24.6705,1.2500,,,,,0,30.8561,0.7280,57.3153,2.5312,,,,
170,0,22.0106,0.6562,35.8036,1.5000,,,,,0,29.1543,0.6250,23.1179,0.8750,,,,,0,28.1731,0.6641,52.8778,2.2188,,,,
171,0,29.6683,0.6953,41.3843,1.7500,,,,,0,26.8911,0.6094,24.3555,0.9141,,,,,0,31.9559,0.7656,66.8734,2.5000,,,,
172,0,34.9645,0.8906,36.8127,1.5000,,,,,0,28.1172,0.6406,24.6775,1.1250,,,,,0,31.7918,0.7715,58.6895,2.1875,,,,
173,0,24.2506,0.6406,39.8965,1.5000,,,,,0,25.5590,0.5938,23.4502,1.0312,,,,,0,41.4043,0.9028,63.7128,2.3438,,,,
174,0,21.0832,0.5273,39.7314,2.1875,,,,,0,26.5105,0.5518,21.4830,0.8750,,,,,0,31.6257,0.7344,55.5577,2.2500,,,,
175,0,21.1073,0.5547,33.8294,1.5000,,,,,0,30.0801,0.6094,21.0014,0.8125,,,,,0,34.0922,0.8574,59.9847,2.1875,,,,
176,0,23.7792,0.7422,36.9261,1.7500,,,,,0,19.0794,0.5659,20.5423,0.7500,,,,,0,38.3334,0.9062,41.2695,1.5938,,,,
177,0,37.0654,0.8879,30.5273,1.2500,,,,,0,22.9777,0.6016,21.7582,0.7812,,,,,0,33.6355,0.7852,43.4021,1.6875,,,,
178,0,28.9280,0.8184,33.2709,1.8125,,,,,0,22.0409,0.6421,24.1416,0.8750,,,,,0,35.4716,0.7812,38.9268,2.1250,,,,
179,0,20.7533,0.6992,32.4237,2.2910,,,,,0,19.0177,0.6173,22.3303,0.8750,,,,,0,26.7953,0.7070,30.3407,1.1250,,,,
180,0,20.6402,0.6504,32.5476,1.3750,,,,,0,17.6558,0.5459,22.6451,1.1250,,,,,0,35.3776,0.8545,32.5320,1.3281,,,,
181,0,22.6425,0.6172,31.4886,1.1250,,,,,0,18.4335,0.5508,20.4808,1.0000,,,,,0,35.3923,0.8242,30.2511,1.1719,,,,
182,0,50.9200,1.0371,34.3324,1.6094,,,,,0,18.7497,0.5830,19.4659,0.8750,,,,,0,28.3176,0.7207,30.5928,1.4141,,,,
183,0,47.6284,0.9102,34.9319,1.3750,,,,,0,19.5605,0.6021,22.1081,1.1250,,,,,0,31.5652,0.7778,27.7552,1.0117,,,,
184,0,25.3034,0.6973,28.9175,1.0859,,,,,0,18.9197,0.5874,19.2909,0.8750,,,,,0,38.0483,0.8423,25.2474,0.9375,,,,
185,0,27.9977,0.8027,28.9117,1.5625,,,,,0,18.1838,0.5635,19.1350,0.9141,,,,,0,30.5738,0.7810,36.4522,1.9971,,,,
186,0,21.9587,0.5615,24.1103,0.8750,,,,,0,18.1136,0.5699,21.3141,1.0625,,,,,0,26.3726,0.6772,28.9755,1.2500,,,,
187,0,24.2885,0.5919,30.3874,1.4414,,,,,0,17.6902,0.5244,21.2401,1.0000,,,,,0,26.0344,0.6177,39.4377,2.0469,,,,
188,0,20.6196,0.5762,32.8143,1.3750,,,,,0,17.3235,0.5879,22.3240,1.1250,,,,,0,30.3510,0.7188,51.9064,2.4238,,,,
189,0,22.5932,0.6641,28.5630,1.1562,,,,,0,18.7826,0.5820,18.2196,0.6875,,,,,0,45.7876,0.8867,37.8355,1.5469,,,,
190,0,24.5529,0.7422,33.5478,1.7500,,,,,0,18.6239,0.6016,22.3386,1.1094,,,,,0,34.6774,0.8750,36.5655,1.6875,,,,
191,0,21.5958,0.6797,27.3431,0.9688,,,,,0,18.4502,0.5703,21.9305,1.0547,,,,,0,31.3758,0.8750,38.1932,1.6875,,,,
192,0,22.6699,0.6016,29.9615,1.0938,,,,,0,19.5722,0.5547,22.7254,0.8906,,,,,0,28.8113,0.7812,43.3362,1.6250,,,,
193,0,30.0309,0.8164,28.5312,1.2500,,,,,0,18.7485,0.5908,21.0393,0.8203,,,,,0,27.8779,0.7500,47.9667,2.5000,,,,
194,0,32.7183,0.8164,30.5071,1.5000,,,,,0,19.7914,0.6250,18.0270,0.7500,,,,,0,30.7705,0.7500,36.8206,1.8125,,,,
195,0,34.1065,0.8555,28.2690,1.1250,,,,,0,19.8186,0.5625,19.3395,0.7344,,,,,0,28.5207,0.7031,45.4930,2.2500,,,,
196,0,21.2282,0.5859,31.4662,1.3750,,,,,0,18.1073,0.5811,19.9780,0.8359,,,,,0,27.2758,0.6875,51.3910,3.0000,,,,
197,0,31.8403,0.8125,28.8304,1.5000,,,,,0,18.3148,0.5933,19.9386,0.7500,,,,,0,30.7532,0.6543,44.7789,2.5000,,,,
198,0,29.3944,0.7598,38.1765,2.7500,,,,,0,18.0155,0.5807,20.0366,0.8750,,,,,0,36.4669,0.7109,42.2187,2.1250,,,,
199,0,44.1658,0.9844,37.1682,1.6250,,,,,0,18.4485,0.5161,20.4832,0.8281,,,,,0,34.1108,0.7749,46.0536,2.1250,,,,
200,0,21.8269,0.6328,43.9837,2.0000,,,,,0,19.0850,0.5264,23.1515,0.9375,,,,,0,31.1659,0.7461,52.5013,2.1250,,,,
201,0,23.4624,0.6797,39.6944,1.5781,,,,,0,19.9079,0.6553,23.2214,1.0000,,,,,0,37.6756,0.8721,55.6221,3.2500,,,,
202,0,24.2078,0.7344,35.2312,1.5312,,,,,0,23.5016,0.5938,22.7353,1.1250,,,,,0,40.3792,0.7656,47.0852,2.1250,,,,
203,0,27.5379,0.7656,36.0022,1.5000,,,,,0,24.6536,0.6094,19.8791,0.7500,,,,,0,34.5027,0.8125,38.7863,2.1250,,,,
204,0,29.2689,0.8125,36.9253,1.5000,,,,,0,28.4416,0.6641,24.2022,1.2500,,,,,0,30.2416,0.7500,56.0031,2.5000,,,,
205,0,24.8356,0.6875,40.2183,1.5469,,,,,0,28.6350,0.6719,22.0939,1.0000,,,,,0,39.5193,0.8242,53.7950,2.7656,,,,
206,0,25.3991,0.7031,44.2382,1.5469,,,,,0,25.4401,0.6250,22.5241,0.7500,,,,,0,36.8990,0.8125,52.6190,2.5352,,,,
207,0,25.8270,0.6328,46.0214,2.1875,,,,,0,30.2225,0.6953,22.7488,1.0000,,,,,0,29.1629,0.6738,55.2783,2.4844,,,,
208,0,30.4789,0.7812,39.2005,2.0000,,,,,0,27.0097,0.6289,23.2645,0.9375,,,,,0,29.0642,0.6943,70.5178,3.0781,,,,
209,0,23.8552,0.6641,37.3906,1.3125,,,,,0,22.5338,0.5547,22.8623,0.8125,,,,,0,29.1433,0.6904,63.5788,3.0312,,,,
210,0,27.9341,0.6953,42.5274,1.6719,,,,,0,23.0056,0.5781,22.2625,0.8125,,,,,0,30.5430,0.7549,59.2682,2.7188,,,,
211,0,29.6065,0.6875,44.6672,1.6875,,,,,0,22.6806,0.5703,22.1588,0.7500,,,,,0,35.0328,0.7915,65.5555,2.7969,,,,
212,0,22.6595,0.6602,49.3744,2.0000,,,,,0,36.8678,0.6694,23.6818,1.1875,,,,,0,37.2591,0.8867,63.8442,2.3750,,,,
213,0,22.1298,0.6133,37.0411,1.4375,,,,,0,24.3002,0.6680,23.6817,0.8906,,,,,0,44.8178,0.9824,57.4811,2.0938,,,,
214,0,34.8822,0.7969,28.8175,1.1875,,,,,0,19.5854,0.5547,22.4719,0.7812,,,,,0,28.4324,0.6602,48.2978,1.6875,,,,
215,0,22.0774,0.6641,30.0698,1.1875,,,,,0,20.0113,0.6118,20.9214,0.9062,,,,,0,30.8271,0.7188,43.8762,1.6562,,,,
216,0,33.3268,0.8887,28.5234,1.5000,,,,,0,19.1127,0.6311,21.7484,0.8750,,,,,0,31.9209,0.7910,35.0734,1.5000,,,,
217,0,26.4609,0.7400,26.2842,0.9531,,,,,0,18.2702,0.5964,20.6554,0.7188,,,,,0,30.4898,0.7778,37.7886,1.8750,,,,
218,0,30.2689,0.8223,34.2603,1.5625,,,,,0,18.7424,0.6084,20.9157,0.8750,,,,,0,34.5162,0.8047,34.2050,2.0000,,,,
219,0,36.0904,0.8008,32.1100,1.3125,,,,,0,18.5393,0.5586,20.6214,0.9375,,,,,0,33.4846,0.7690,33.7079,1.3613,,,,
220,0,31.7542,0.8340,30.9720,1.3750,,,,,0,19.7102,0.6201,21.1774,0.9961,,,,,0,26.9088,0.6914,34.2869,1.7500,,,,
221,0,30.2807,0.7744,33.3565,1.5000,,,,,0,18.5822,0.5859,19.3542,0.8750,,,,,0,40.3085,0.8618,28.4787,1.1172,,,,
222,0,42.7649,0.9888,30.9759,1.4585,,,,,0,19.3359,0.6094,19.6229,0.8281,,,,,0,29.5653,0.7383,31.4352,1.2500,,,,
223,0,32.0260,0.8223,30.6553,1.3906,,,,,0,18.7275,0.6030,19.3160,0.8438,,,,,0,26.9866,0.6836,29.1103,1.1875,,,,
224,0,25.9888,0.7656,28.6724,1.0625,,,,,0,17.4600,0.5146,18.9020,0.7500,,,,,0,26.0686,0.6719,28.9782,1.1875,,,,
225,0,27.2636,0.7656,33.2743,1.5625,,,,,0,18.0483,0.5869,19.5585,1.1973,,,,,0,29.1416,0.6436,37.9206,1.8281,,,,
226,0,45.7301,1.0156,31.6514,1.5078,,,,,0,18.7265,0.6133,21.5231,1.0000,,,,,0,26.4879,0.6562,60.8984,3.1914,,,,
227,0,30.7383,0.8984,28.9695,1.5000,,,,,0,19.7930,0.6562,25.9485,1.3438,,,,,0,39.6380,0.8594,39.4797,1.7188,,,,
228,0,21.3930,0.6250,24.7853,0.9102,,,,,0,21.1146,0.6172,18.0250,0.7812,,,,,0,39.2211,0.8750,41.8284,1.6875,,,,
229,0,29.8168,0.6797,33.9664,1.4453,,,,,0,19.7012,0.5781,20.8844,0.8125,,,,,0,45.0723,1.0938,55.2823,2.5000,,,,
230,0,25.5622,0.6641,36.3012,1.3750,,,,,0,22.7243,0.6250,21.4833,0.9062,,,,,0,37.5550,0.9219,50.6880,2.5312,,,,
231,0,22.5187,0.7344,29.8475,1.2344,,,,,0,20.4820,0.6094,18.6308,0.6875,,,,,0,28.5015,0.6562,40.1302,1.7500,,,,
232,0,21.9847,0.6328,39.6083,2.5000,,,,,0,19.9420,0.5625,22.6897,1.2500,,,,,0,28.7542,0.6719,42.9504,1.9375,,,,
233,0,20.8336,0.6250,35.5107,1.6250,,,,,0,20.6208,0.5625,21.5557,0.8750,,,,,0,28.5773,0.6875,40.8831,1.6875,,,,
234,0,20.4392,0.6484,37.0587,2.4688,,,,,0,20.5728,0.5938,21.3671,0.7969,,,,,0,26.4926,0.6250,46.3129,1.8750,,,,
235,0,26.7417,0.7090,36.1536,2.1094,,,,,0,19.7435,0.5518,21.3308,0.8750,,,,,0,30.4245,0.7188,37.3904,1.6562,,,,
236,0,53.6656,0.9609,35.0838,1.8125,,,,,0,25.3596,0.6172,22.0466,1.0000,,,,,0,32.6966,0.7266,41.3251,1.8438,,,,
237,0,23.8503,0.6953,32.6840,1.5625,,,,,0,19.5562,0.5117,26.3558,1.3750,,,,,0,36.0885,0.7500,56.5473,3.0938,,,,
238,0,31.0956,0.9011,33.1492,1.5312,,,,,0,19.6089,0.6074,23.4229,1.1250,,,,,0,50.9395,1.0000,54.1072,2.1562,,,,
239,0,25.9095,0.7109,37.6687,2.0000,,,,,0,23.1848,0.5742,26.4960,1.7500,,,,,0,30.5956,0.7517,52.4486,2.5000,,,,
240,0,37.7630,0.8984,38.2692,1.3125,,,,,0,26.2368,0.6016,20.7216,0.7500,,,,,0,30.2977,0.7500,48.9153,2.6250,,,,
241,0,56.3293,1.0938,38.8361,1.4883,,,,,0,28.5582,0.6172,21.8857,1.0625,,,,,0,28.9102,0.7148,43.8378,2.0000,,,,
242,0,23.7775,0.7031,46.6279,2.4375,,,,,0,31.4913,0.6484,23.5410,0.8438,,,,,0,47.0208,0.9375,50.0838,2.2305,,,,
243,0,26.2566,0.7969,37.8102,1.5156,,,,,0,31.0593,0.6730,22.9475,0.7812,,,,,0,38.3763,0.9230,49.4684,1.8750,,,,
244,0,31.8194,0.8516,42.6886,2.0000,,,,,0,30.7846,0.6953,23.4860,0.9375,,,,,0,37.3603,0.8750,58.6165,2.5625,,,,
245,0,24.0972,0.6797,43.6903,2.1875,,,,,0,26.7269,0.6484,22.9049,0.8750,,,,,0,30.2850,0.7188,55.5974,2.2695,,,,
246,0,27.1686,0.7031,46.8693,1.8750,,,,,0,28.9280,0.6484,24.4684,0.9141,,,,,0,31.0713,0.7195,64.0871,2.7188,,,,
247,0,27.4047,0.7422,40.6065,1.9062,,,,,0,31.0842,0.6875,25.3244,0.8750,,,,,0,32.8632,0.7324,58.6500,2.3125,,,,
248,0,30.8459,0.8594,38.5414,1.7500,,,,,0,25.3031,0.6016,23.5498,1.0000,,,,,0,37.7033,0.8516,62.2980,2.3438,,,,
249,0,36.2010,0.8906,42.1599,1.7500,,,,,0,27.4495,0.5938,21.7296,0.9219,,,,,0,30.9520,0.6953,52.1018,1.9062,,,,
250,0,24.9219,0.6172,30.4782,1.1562,,,,,0,27.5549,0.5625,21.3255,0.8027,,,,,0,30.8343,0.7930,51.5922,2.1250,,,,
251,0,33.9582,0.7871,37.6022,1.6562,,,,,0,24.5315,0.6523,23.6574,0.8984,,,,,0,32.8515,0.8398,45.0734,2.0000,,,,
252,0,23.2832,0.6465,35.5043,2.3125,,,,,0,19.4059,0.5859,17.8511,1.1094,,,,,0,29.8496,0.7734,37.0749,1.8750,,,,
253,0,21.4862,0.6055,36.9998,1.6875,,,,,0,19.2426,0.5728,21.6716,1.2500,,,,,0,31.9197,0.7578,38.8753,1.4375,,,,
254,0,36.7965,0.7695,31.6411,1.1250,,,,,0,19.9599,0.6240,21.5274,0.9062,,,,,0,27.9152,0.7266,34.1272,1.7500,,,,
255,0,22.4603,0.6836,34.5061,1.5625,,,,,0,18.3566,0.5901,21.5041,0.7500,,,,,0,33.7683,0.8494,33.4651,1.4375,,,,
256,0,30.8539,0.8047,42.5054,2.3750,,,,,0,18.3504,0.5645,23.0478,1.1562,,,,,0,36.0523,0.8379,35.3889,1.5000,,,,
257,0,38.2352,0.9453,31.4727,1.4492,,,,,0,19.9098,0.6216,21.1068,0.7500,,,,,0,29.9440,0.7964,33.1395,1.3750,,,,
258,0,23.0400,0.6934,30.2004,1.1562,,,,,0,18.4752,0.5645,20.7902,1.0000,,,,,0,36.4291,0.8809,31.4132,1.2812,,,,
259,0,27.6942,0.7012,26.4096,1.2070,,,,,0,18.7544,0.6135,18.6546,1.0000,,,,,0,41.6693,0.8975,28.2072,1.1562,,,,
260,0,51.0324,0.9707,30.8099,1.0806,,,,,0,18.6752,0.5669,17.9246,0.7500,,,,,0,30.9650,0.8115,35.4514,1.6875,,,,
261,0,22.4722,0.7500,30.0597,1.1875,,,,,0,18.4618,0.5420,19.0400,1.0000,,,,,0,33.2792,0.7930,27.4382,1.1875,,,,
262,0,19.5186,0.5419,25.2818,1.5000,,,,,0,18.5688,0.5342,18.7304,0.9375,,,,,0,30.5428,0.7197,26.6722,1.1953,,,,
263,0,47.6610,0.9414,35.5909,1.6562,,,,,0,19.0920,0.6406,22.5925,1.2500,,,,,0,27.4621,0.6572,41.3592,1.6641,,,,
264,0,25.6388,0.7969,28.5829,1.5000,,,,,0,24.0547,0.6641,18.2955,0.8750,,,,,0,56.5224,0.9922,36.9022,1.7812,,,,
265,0,25.4027,0.6719,33.2437,1.8125,,,,,0,19.1486,0.5742,19.8162,1.2500,,,,,0,43.9537,0.9375,36.0636,1.7812,,,,
266,0,34.9876,0.8242,29.6787,1.8125,,,,,0,22.0118,0.6250,24.2687,1.2500,,,,,0,32.3891,0.8125,39.8616,2.1250,,,,
267,0,23.8031,0.7344,43.4237,2.8750,,,,,0,21.6393,0.5938,23.4714,1.1875,,,,,0,42.3631,0.9531,58.2270,2.9375,,,,
268,0,22.8983,0.5625,43.6725,2.2500,,,,,0,21.3412,0.5938,23.6916,1.2500,,,,,0,28.7653,0.7188,37.1293,1.5000,,,,
269,0,26.2055,0.7266,32.9803,1.9375,,,,,0,23.4783,0.6172,23.6959,1.2500,,,,,0,27.8876,0.7500,39.2004,1.7109,,,,
270,0,33.3048,0.8613,30.8642,1.3750,,,,,0,20.0870,0.5469,23.7261,1.2500,,,,,0,29.4451,0.8125,42.2117,1.8750,,,,
271,0,26.8509,0.8438,34.5145,1.8750,,,,,0,20.4417,0.6016,27.3605,1.3125,,,,,0,38.7849,0.7676,40.9036,1.6875,,,,
272,0,22.9127,0.6797,35.8546,1.7500,,,,,0,19.8425,0.5699,24.2286,1.2500,,,,,0,36.7078,0.7500,39.7846,1.8750,,,,
273,0,34.8627,0.8623,42.1347,2.0000,,,,,0,22.7341,0.6328,22.6830,1.0000,,,,,0,39.2015,0.7812,41.4395,1.8125,,,,
274,0,32.0889,0.7109,33.2573,1.4375,,,,,0,19.1267,0.5391,24.0388,1.0000,,,,,0,51.8886,0.8965,51.6228,2.3750,,,,
275,0,55.3538,0.9649,36.0061,2.1250,,,,,0,19.8361,0.6296,23.7903,1.6250,,,,,0,44.0100,0.8223,49.5445,2.3750,,,,
276,0,27.0661,0.6875,31.4109,1.5625,,,,,0,24.2170,0.6016,20.1550,0.7500,,,,,0,39.7383,0.8828,50.4314,2.0938,,,,
277,0,25.9171,0.7812,30.8202,1.2500,,,,,0,32.9718,0.6641,20.3453,0.7500,,,,,0,39.9092,0.8164,44.6913,3.0000,,,,
278,0,30.2077,0.8906,30.9820,1.4688,,,,,0,29.9831,0.6797,21.6077,1.0625,,,,,0,38.7065,0.8564,43.0349,2.3750,,,,
279,0,31.5619,0.7500,45.1136,2.7500,,,,,0,28.9533,0.6172,22.5355,1.3750,,,,,0,33.4406,0.7874,48.4177,2.5625,,,,
280,0,32.6600,0.9297,50.5322,3.1250,,,,,0,28.8763,0.6406,25.2679,1.6875,,,,,0,36.7250,0.8535,50.3689,2.0625,,,,
281,0,24.5517,0.7109,42.0204,1.8438,,,,,0,33.4084,0.7188,24.0182,1.1875,,,,,0,43.6546,0.9492,46.3076,2.0625,,,,
282,0,30.5576,0.8359,36.3126,1.1875,,,,,0,28.4515,0.6523,21.6460,1.3750,,,,,0,31.9864,0.8086,40.2747,1.6875,,,,
283,0,22.9141,0.6562,37.8788,1.8750,,,,,0,32.0369,0.6797,20.0666,0.8125,,,,,0,30.4401,0.7505,43.7759,1.6250,,,,
284,0,46.4140,1.0000,36.0922,2.2500,,,,,0,21.6030,0.5703,22.4327,1.0625,,,,,0,33.2859,0.8438,45.1928,1.5938,,,,
285,0,30.1281,0.8516,39.5402,1.8750,,,,,0,26.2378,0.6250,22.0665,0.9375,,,,,0,31.9022,0.7344,44.8726,1.7578,,,,
286,0,28.9242,0.8125,41.4015,2.0391,,,,,0,23.1959,0.5664,21.6902,0.8750,,,,,0,29.6071,0.7828,48.4135,1.6875,,,,
287,0,42.6923,0.7998,33.8744,1.2656,,,,,0,33.4678,0.6445,19.9334,0.7812,,,,,0,36.0545,0.8618,45.4501,2.5000,,,,
288,0,42.8881,0.9453,28.6274,0.9844,,,,,0,23.6772,0.6055,20.0790,1.1250,,,,,0,32.0785,0.9062,44.4847,2.1250,,,,
289,0,30.1368,0.7812,30.7107,1.6250,,,,,0,22.2325,0.6445,18.2510,0.8281,,,,,0,28.1428,0.6904,41.2656,1.5625,,,,
290,0,27.7079,0.6719,26.2970,1.1055,,,,,0,19.9056,0.6123,18.6248,1.0000,,,,,0,28.7004,0.6687,40.6809,1.7188,,,,
291,0,24.8852,0.6992,25.6718,1.3750,,,,,0,19.5433,0.6035,19.9099,0.9688,,,,,0,30.4435,0.7969,32.4533,1.2500,,,,
292,0,21.0823,0.6230,34.8487,1.6250,,,,,0,18.2278,0.5820,20.0554,0.8750,,,,,0,27.5835,0.6904,30.3955,1.2500,,,,
293,0,26.8615,0.7256,27.8540,1.3750,,,,,0,18.4102,0.5903,21.2322,1.0000,,,,,0,42.9762,0.8629,29.9581,1.0938,,,,
294,0,24.2187,0.7109,33.9808,1.6875,,,,,0,18.7976,0.5551,18.8098,1.0625,,,,,0,36.9905,0.8950,30.5664,1.1094,,,,
295,0,52.5257,1.0371,32.4947,1.5625,,,,,0,18.9370,0.5840,18.9196,0.8750,,,,,0,28.4390,0.7578,30.7641,1.3438,,,,
296,0,25.1255,0.6729,28.1354,1.1875,,,,,0,18.8029,0.5547,20.8863,1.2500,,,,,0,41.4181,0.9531,28.6513,1.0938,,,,
297,0,26.1249,0.6484,27.0763,1.1250,,,,,0,19.2578,0.5928,19.1353,0.8125,,,,,0,31.9074,0.7969,27.1722,1.2500,,,,
298,0,38.1692,0.9438,30.7244,1.0781,,,,,0,18.5440,0.5769,18.2513,0.7500,,,,,0,30.3546,0.8125,25.9730,1.3750,,,,
299,0,22.2917,0.7090,29.7799,1.5244,,,,,0,19.1282,0.5518,21.5792,0.8750,,,,,0,27.1085,0.6934,27.1361,1.1875,,,,
300,0,28.3479,0.6587,28.7681,1.0938,,,,,0,17.6315,0.5234,21.7144,1.2500,,,,,0,26.0762,0.6606,27.9641,1.3281,,,,
301,0,31.5542,0.8672,32.0436,1.4375,,,,,0,18.1584,0.6211,21.1800,1.1250,,,,,0,27.8073,0.7344,41.5199,2.3125,,,,
302,0,25.6584,0.7500,27.5880,1.0625,,,,,0,20.5208,0.6172,22.4533,0.8438,,,,,0,33.5054,0.8516,43.1892,1.9688,,,,
303,0,28.3613,0.7617,27.8103,1.5625,,,,,0,22.8377,0.6250,20.7081,0.8750,,,,,0,32.0205,0.8594,45.2456,2.0625,,,,
304,0,29.2305,0.9062,38.5388,2.1875,,,,,0,21.9697,0.6016,23.4303,1.1250,,,,,0,37.3146,0.9531,53.3544,2.6641,,,,
305,0,24.2725,0.6719,27.8688,1.0781,,,,,0,25.9565,0.6250,23.9962,1.1250,,,,,0,31.4166,0.8594,47.9747,2.1875,,,,
306,0,35.4300,0.8633,29.6469,1.6250,,,,,0,22.1426,0.5938,24.2869,0.8789,,,,,0,29.2285,0.8125,43.7896,1.7344,,,,
307,0,34.0865,0.9688,30.8730,1.2500,,,,,0,22.3589,0.5859,24.4790,1.0000,,,,,0,28.3630,0.8047,44.3480,1.9062,,,,
308,0,65.8698,1.1875,48.4340,2.6250,,,,,0,21.2647,0.5742,27.1329,1.5000,,,,,0,27.3603,0.6992,51.7595,1.8906,,,,
309,0,35.8417,0.9414,33.6016,2.1875,,,,,0,18.9994,0.6001,23.3529,1.1250,,,,,0,32.1356,0.7188,43.2252,1.6875,,,,
310,0,22.0470,0.6367,33.3799,1.3750,,,,,0,19.4494,0.5547,23.3618,1.2500,,,,,0,29.2893,0.7422,43.1442,2.0000,,,,
311,0,31.8868,0.8047,31.2569,1.2500,,,,,0,19.3698,0.5312,24.3992,1.3750,,,,,0,36.9816,0.8262,48.2029,2.1250,,,,
312,0,27.5827,0.7148,41.9301,2.2500,,,,,0,19.1715,0.5195,25.2878,1.2500,,,,,0,42.3081,0.7876,53.0013,2.8750,,,,
313,0,22.5031,0.6799,30.2732,1.3438,,,,,0,20.8850,0.5977,20.6967,0.8750,,,,,0,49.0728,0.9771,53.1629,2.2188,,,,
314,0,26.8955,0.7578,38.3743,1.8750,,,,,0,23.0792,0.5859,21.5864,1.5000,,,,,0,33.3170,0.8281,48.5775,2.5000,,,,
315,0,41.4061,0.9922,39.2280,1.9375,,,,,0,32.4401,0.6641,23.6730,1.3750,,,,,0,35.8485,0.8750,51.4030,2.8750,,,,
316,0,37.3658,0.8047,32.9990,1.4688,,,,,0,30.1733,0.6797,22.5445,1.3125,,,,,0,33.7346,0.7734,51.6790,2.6250,,,,
317,0,29.7599,0.8281,36.3876,1.5000,,,,,0,24.9927,0.5820,23.1205,1.4375,,,,,0,48.2864,0.9336,41.3490,2.2500,,,,
318,0,25.1210,0.6875,41.6983,2.0625,,,,,0,26.7200,0.6641,22.5764,1.1250,,,,,0,40.3577,0.9136,41.7596,2.0000,,,,
319,0,28.1925,0.6953,31.1889,1.2188,,,,,0,28.8445,0.6797,22.8669,1.2500,,,,,0,50.2811,1.0000,43.2539,1.8125,,,,
320,0,23.7869,0.7070,33.1676,1.2500,,,,,0,29.7989,0.6562,22.8503,1.1250,,,,,0,38.1370,0.8418,49.4425,2.1875,,,,
321,0,33.3097,0.7734,36.3401,1.8750,,,,,0,24.4518,0.6250,22.7114,1.0000,,,,,0,37.6619,0.8672,46.7748,2.0625,,,,
322,0,28.1686,0.7344,36.6525,1.6250,,,,,0,26.2268,0.6191,23.9865,1.0000,,,,,0,34.3390,0.7891,41.1548,1.7500,,,,
323,0,24.8252,0.7109,34.2759,1.5000,,,,,0,23.1422,0.6016,22.9974,1.3750,,,,,0,29.9187,0.7627,45.1780,1.7500,,,,
324,0,25.8041,0.6875,39.9347,2.0000,,,,,0,23.7413,0.6069,22.2312,1.0625,,,,,0,32.1843,0.8789,51.2671,2.0000,,,,
325,0,32.1167,0.7471,28.4511,0.9375,,,,,0,34.7069,0.6250,22.0957,0.8125,,,,,0,41.6654,0.9873,49.1031,2.0000,,,,
326,0,42.0197,1.0234,29.8161,1.4375,,,,,0,21.8124,0.5977,21.1997,1.0000,,,,,0,33.0139,0.8838,42.1984,1.8242,,,,
327,0,24.6551,0.7786,34.6837,1.5469,,,,,0,23.6214,0.6172,18.3195,0.9062,,,,,0,32.7053,0.7969,37.4308,1.8125,,,,
