frame,fp8_diverged,fp8_text_l2,fp8_text_maxabs,fp8_audio_l2,fp8_audio_maxabs,fp8_rms,fp8_click,fp8_centroid_hz,fp8_flatness,w8a16_diverged,w8a16_text_l2,w8a16_text_maxabs,w8a16_audio_l2,w8a16_audio_maxabs,w8a16_rms,w8a16_click,w8a16_centroid_hz,w8a16_flatness
24,1,,,,,0.08717,0.01222,566.9,0.00000,1,,,,,0.01623,0.00152,234.2,0.00011
25,1,,,,,0.00415,0.00249,225.4,0.00039,1,,,,,0.02493,0.00095,398.4,0.00000
26,1,,,,,0.02025,0.00001,256.3,0.00001,1,,,,,0.02548,0.00120,374.9,0.00000
27,1,,,,,0.02112,0.00331,341.0,0.00001,1,,,,,0.00997,0.00113,200.5,0.00002
28,1,,,,,0.00616,0.00011,233.0,0.00000,1,,,,,0.02252,0.00010,474.6,0.00001
29,1,,,,,0.00129,0.00004,189.5,0.00009,1,,,,,0.02382,0.01762,430.3,0.00000
30,1,,,,,0.00022,0.00000,3.9,0.00011,1,,,,,0.03097,0.00004,463.8,0.00001
31,1,,,,,0.00022,0.00000,3.1,0.00005,1,,,,,0.03466,0.00139,488.8,0.00002
32,1,,,,,0.00022,0.00000,3.0,0.00004,1,,,,,0.01870,0.01197,356.4,0.00032
33,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.03426,0.00022,523.3,0.00000
34,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.00062,0.00015,259.0,0.00198
35,1,,,,,0.00022,0.00000,3.0,0.00003,1,,,,,0.01255,0.00020,318.3,0.00002
36,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.01334,0.00088,325.6,0.00001
37,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00150,0.00048,267.0,0.00023
38,1,,,,,0.00022,0.00000,3.0,0.00004,1,,,,,0.00022,0.00000,3.0,0.00004
39,1,,,,,0.00022,0.00000,3.0,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
40,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
41,1,,,,,0.00022,0.00000,3.0,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
42,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
43,1,,,,,0.00022,0.00000,3.0,0.00003,1,,,,,0.00022,0.00000,3.0,0.00003
44,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
45,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
46,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
47,1,,,,,0.00022,0.00000,3.0,0.00003,1,,,,,0.00022,0.00000,3.0,0.00004
48,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
49,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
50,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
51,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
52,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
53,1,,,,,0.00022,0.00000,3.0,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
54,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
55,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
56,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
57,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00022,0.00000,3.1,0.00004
58,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00001,3.1,0.00003
59,1,,,,,0.00022,0.00001,3.0,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
60,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
61,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
62,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.05864,0.00000,528.4,0.00000
63,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.01051,0.00042,455.1,0.00171
64,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.05997,0.00062,526.6,0.00001
65,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.03002,0.01035,445.4,0.00004
66,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00299,0.00069,153.4,0.00005
67,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00396,0.00000,152.6,0.00003
68,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.03569,0.00012,319.1,0.00000
69,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.06007,0.00065,496.5,0.00000
70,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00079,0.00032,471.5,0.00037
71,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.13514,0.00002,670.0,0.00000
72,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.12030,0.02743,695.6,0.00000
73,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.04358,0.00027,414.9,0.00000
74,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.03168,0.00469,480.4,0.00000
75,1,,,,,0.00022,0.00000,3.0,0.00004,1,,,,,0.00441,0.00021,153.9,0.00000
76,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00021,0.00001,3.2,0.00005
77,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00312,0.00000,5447.7,0.02532
78,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00715,0.00462,5592.7,0.03039
79,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.05962,0.00116,476.8,0.00000
80,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.03920,0.00388,394.7,0.00000
81,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.05206,0.00524,440.9,0.00000
82,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00927,0.00003,2816.0,0.04677
83,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.02685,0.00072,310.0,0.00002
84,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.04033,0.00010,439.8,0.00004
85,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.05017,0.00030,491.7,0.00003
86,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00727,0.00002,334.7,0.00003
87,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00175,0.00002,2152.1,0.00127
88,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00021,0.00002,3.4,0.00006
89,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
90,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
91,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
92,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
93,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
94,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
95,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00022,0.00000,3.1,0.00004
96,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
97,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
98,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
99,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
100,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
101,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00023,0.00000,3.1,0.00004
102,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.01563,0.00001,2184.4,0.09032
103,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.08307,0.00035,420.8,0.00000
104,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.11056,0.00708,501.6,0.00000
105,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.03878,0.00119,485.8,0.00000
106,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.09892,0.00619,477.8,0.00000
107,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.06987,0.00897,425.2,0.00001
108,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.05004,0.00011,542.1,0.00002
109,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.03089,0.00521,335.5,0.00000
110,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.02963,0.00011,307.4,0.00001
111,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.05456,0.00270,450.0,0.00000
112,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.02711,0.00016,407.5,0.00000
113,1,,,,,0.00022,0.00000,3.0,0.00004,1,,,,,0.02870,0.01018,453.7,0.00001
114,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.02888,0.00035,390.3,0.00000
115,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00201,0.00151,122.4,0.00032
116,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.01169,0.00001,466.5,0.00002
117,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00800,0.00076,415.8,0.00001
118,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00387,0.00013,224.4,0.00001
119,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00223,0.00002,177.9,0.00001
120,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.00021,0.00001,3.1,0.00004
121,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
122,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
123,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
124,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00005
125,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
126,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
127,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
128,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
129,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
130,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
131,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
132,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00022,0.00000,3.1,0.00004
133,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00022,0.00000,3.1,0.00003
134,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
135,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
136,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
137,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
138,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
139,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
140,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,4.2,0.00012
141,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.09405,0.00002,462.4,0.00000
142,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00314,0.00059,8444.6,0.16379
143,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.16528,0.02318,583.9,0.00005
144,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.07146,0.02150,395.0,0.00002
145,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.06123,0.00011,433.9,0.00002
146,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.13678,0.01768,608.0,0.00002
147,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00355,0.00341,2245.2,0.05058
148,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00263,0.00233,8430.0,0.17642
149,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.07755,0.00075,402.4,0.00001
150,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.08183,0.01292,393.7,0.00000
151,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.06340,0.00490,392.6,0.00000
152,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.05724,0.00090,381.2,0.00000
153,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.04340,0.00028,298.6,0.00000
154,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.05627,0.00788,363.6,0.00000
155,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.01808,0.00350,214.4,0.00001
156,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.03505,0.00025,297.9,0.00000
157,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.02014,0.00406,366.6,0.00000
158,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.02409,0.00554,372.4,0.00000
159,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.02750,0.00005,311.6,0.00000
160,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00313,0.00018,2320.3,0.01790
161,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.05101,0.00304,426.8,0.00001
162,1,,,,,0.00022,0.00001,3.5,0.00004,1,,,,,0.08360,0.00204,510.3,0.00000
163,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.01183,0.00426,237.6,0.00001
164,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.03640,0.00001,435.9,0.00009
165,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.02023,0.00977,205.2,0.00022
166,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.08288,0.00833,561.6,0.00000
167,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.01933,0.00683,3138.6,0.05036
168,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.01956,0.00026,449.6,0.00247
169,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.02220,0.00094,257.5,0.00000
170,1,,,,,0.00022,0.00001,3.5,0.00004,1,,,,,0.02705,0.00005,368.3,0.00007
171,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.02906,0.00191,307.1,0.00000
172,1,,,,,0.00022,0.00001,3.5,0.00004,1,,,,,0.01466,0.00166,453.8,0.00001
173,1,,,,,0.00023,0.00000,3.5,0.00004,1,,,,,0.00367,0.00003,7666.2,0.04963
174,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.02491,0.00253,336.0,0.00009
175,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.01993,0.00199,297.9,0.00000
176,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.01597,0.00008,403.0,0.00021
177,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.02163,0.00113,564.0,0.00001
178,1,,,,,0.00022,0.00001,3.6,0.00005,1,,,,,0.00584,0.00003,380.5,0.00001
179,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00073,0.00000,2451.3,0.00853
180,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.02757,0.00044,450.6,0.00001
181,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.04760,0.00253,553.3,0.00000
182,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.02107,0.00234,434.1,0.00000
183,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00452,0.00000,2101.1,0.00559
184,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.01200,0.00190,500.0,0.00000
185,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.00289,0.00035,439.6,0.00003
186,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00021,0.00005,3.7,0.00006
187,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00001,3.2,0.00004
188,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
189,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
190,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
191,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
192,1,,,,,0.00022,0.00000,3.7,0.00005,1,,,,,0.00022,0.00000,3.2,0.00004
193,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
194,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
195,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
196,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
197,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
198,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
199,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
200,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
201,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
202,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
203,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
204,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
205,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
206,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
207,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
208,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00001,3.2,0.00004
209,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
210,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
211,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.04977,0.00000,389.8,0.00004
212,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.13823,0.01768,619.1,0.00005
213,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.08048,0.01585,606.8,0.00008
214,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.03850,0.00470,409.5,0.00001
215,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.05713,0.00085,386.7,0.00000
216,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.06423,0.00240,403.7,0.00000
217,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.07091,0.00139,331.4,0.00001
218,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.07569,0.00046,400.6,0.00002
219,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.04593,0.00091,337.4,0.00006
220,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.06395,0.00489,599.2,0.00003
221,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.08065,0.00485,464.9,0.00000
222,1,,,,,0.00022,0.00001,3.7,0.00005,1,,,,,0.00739,0.00089,1358.6,0.03524
223,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.04757,0.00079,469.9,0.00001
224,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.04882,0.00841,358.1,0.00000
225,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.06766,0.00227,505.4,0.00000
226,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.06025,0.00025,513.3,0.00000
227,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.06562,0.01670,728.0,0.00001
228,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.04185,0.01037,399.0,0.00001
229,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.03911,0.01552,418.0,0.00000
230,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.03707,0.00026,453.6,0.00000
231,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00763,0.00044,5469.9,0.03597
232,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.03406,0.00027,420.6,0.00000
233,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.01133,0.00075,269.9,0.00009
234,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.02525,0.00365,350.4,0.00000
235,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.02489,0.00085,373.4,0.00000
236,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.06127,0.00138,400.6,0.00000
237,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.11918,0.01141,465.4,0.00000
238,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.03362,0.00637,283.0,0.00006
239,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.03891,0.00015,429.9,0.00004
240,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.06884,0.01284,743.0,0.00004
241,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00472,0.00006,197.7,0.00278
242,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.01886,0.00364,470.6,0.00002
243,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.01053,0.00030,249.8,0.00000
244,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00162,0.00011,3220.0,0.01076
245,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00021,0.00001,3.1,0.00004
246,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00389,0.00000,476.1,0.00003
247,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.02959,0.00160,427.7,0.00000
248,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.05056,0.00013,359.8,0.00000
249,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.11010,0.00766,464.2,0.00000
250,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.08123,0.00377,444.4,0.00000
251,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.00530,0.00641,1053.3,0.03253
252,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.05240,0.00060,435.2,0.00001
253,1,,,,,0.00022,0.00001,3.8,0.00004,1,,,,,0.04623,0.00741,343.4,0.00000
254,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.02438,0.00322,344.7,0.00000
255,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.02580,0.00006,474.2,0.00003
256,1,,,,,0.00022,0.00000,3.9,0.00004,1,,,,,0.03095,0.00456,678.3,0.00002
257,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.01508,0.00057,723.0,0.00001
258,1,,,,,0.00022,0.00000,3.8,0.00005,1,,,,,0.00254,0.00034,230.6,0.00021
259,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
260,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
261,1,,,,,0.00022,0.00001,3.9,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
