frame,fp8_diverged,fp8_text_l2,fp8_text_maxabs,fp8_audio_l2,fp8_audio_maxabs,fp8_rms,fp8_click,fp8_centroid_hz,fp8_flatness,w8a16_diverged,w8a16_text_l2,w8a16_text_maxabs,w8a16_audio_l2,w8a16_audio_maxabs,w8a16_rms,w8a16_click,w8a16_centroid_hz,w8a16_flatness
24,1,,,,,0.00369,0.00026,178.9,0.00001,1,,,,,0.00060,0.00030,2374.5,0.08729
25,1,,,,,0.00022,0.00001,3.2,0.00005,1,,,,,0.01654,0.00159,385.0,0.00001
26,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.03542,0.00011,495.3,0.00000
27,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.01270,0.00638,538.8,0.00001
28,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00419,0.00008,363.6,0.00001
29,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00025,0.00003,3.8,0.00007
30,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.00022,0.00001,3.2,0.00005
31,1,,,,,0.00022,0.00000,3.0,0.00004,1,,,,,0.00022,0.00000,3.0,0.00004
32,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
33,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
34,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
35,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
36,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
37,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00003
38,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
39,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
40,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
41,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
42,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
43,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
44,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
45,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
46,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
47,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
48,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
49,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
50,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
51,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00022,0.00000,3.1,0.00004
52,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
53,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
54,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
55,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
56,1,,,,,0.00022,0.00000,3.2,0.00003,1,,,,,0.00022,0.00000,3.2,0.00004
57,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
58,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00003
59,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
60,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
61,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
62,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
63,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
64,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
65,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
66,1,,,,,0.00022,0.00000,3.2,0.00003,1,,,,,0.00022,0.00000,3.2,0.00004
67,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00001,3.2,0.00004
68,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
69,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
70,1,,,,,0.00022,0.00000,3.2,0.00003,1,,,,,0.00022,0.00000,3.3,0.00004
71,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
72,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
73,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
74,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
75,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
76,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
77,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
78,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
79,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
80,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
81,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
82,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
83,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
84,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
85,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
86,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00001,3.2,0.00004
87,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
88,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
89,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00003
90,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
91,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
92,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
93,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
94,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
95,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
96,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00001,3.2,0.00004
97,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
98,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
99,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
100,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
101,1,,,,,0.00022,0.00000,3.2,0.00003,1,,,,,0.00022,0.00000,3.2,0.00004
102,1,,,,,0.00022,0.00001,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
103,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
104,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
105,1,,,,,0.00022,0.00000,3.2,0.00003,1,,,,,0.00022,0.00000,3.1,0.00004
106,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
107,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
108,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
109,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
110,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00001,3.3,0.00004
111,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
112,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00001,3.2,0.00004
113,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
114,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00001,3.3,0.00004
115,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00001,3.2,0.00004
116,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00001,3.3,0.00004
117,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
118,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
119,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
120,1,,,,,0.00022,0.00001,3.3,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
121,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00003
122,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
123,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
124,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
125,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
126,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
127,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
128,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
129,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
130,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
131,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00003
132,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
133,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
134,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
135,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
136,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
137,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
138,1,,,,,0.00022,0.00000,3.3,0.00003,1,,,,,0.00022,0.00001,3.4,0.00004
139,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
140,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00473,0.00000,3963.7,0.03926
141,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.01112,0.00024,4000.6,0.04394
142,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.05963,0.00113,352.6,0.00019
143,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.09557,0.00361,581.6,0.00000
144,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.06662,0.00710,579.1,0.00000
145,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.04079,0.00032,587.6,0.00000
146,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.00969,0.00487,508.3,0.00001
147,1,,,,,0.00022,0.00000,3.5,0.00003,1,,,,,0.00023,0.00004,3.8,0.00005
148,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.01437,0.00000,1112.3,0.00004
149,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.06184,0.00463,1082.1,0.00002
150,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.05683,0.00724,545.4,0.00000
151,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.01376,0.00037,270.3,0.00000
152,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.06139,0.00360,323.4,0.00000
153,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.03589,0.00297,303.0,0.00009
154,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.06552,0.00290,881.4,0.00002
155,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.06085,0.00813,748.5,0.00001
156,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.01581,0.00002,371.2,0.00000
157,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.02153,0.00398,356.1,0.00000
158,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.02224,0.00002,435.5,0.00009
159,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.01342,0.00014,245.6,0.00021
160,1,,,,,0.00022,0.00001,3.8,0.00004,1,,,,,0.03072,0.00041,674.9,0.00001
161,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.02513,0.00125,674.4,0.00000
162,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00263,0.00011,333.9,0.00013
163,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
164,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
165,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.02447,0.00000,438.7,0.00000
166,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.08425,0.00496,515.8,0.00000
167,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.00411,0.00015,5325.8,0.12769
168,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.05127,0.00017,322.7,0.00003
169,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.05515,0.00622,295.4,0.00000
170,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.05288,0.00182,333.1,0.00000
171,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.03959,0.00203,301.0,0.00001
172,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00182,0.00004,5262.6,0.18119
173,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.03060,0.00118,246.6,0.00001
174,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.05520,0.00036,549.0,0.00001
175,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.06214,0.00004,580.4,0.00000
176,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.01848,0.00025,350.2,0.00009
177,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.03878,0.00287,771.9,0.00001
178,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.01431,0.00475,535.1,0.00001
179,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00661,0.00001,352.2,0.00035
180,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.01505,0.00126,576.2,0.00001
181,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00453,0.00085,261.4,0.00001
182,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00313,0.00013,189.2,0.00000
183,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.00022,0.00004,3.4,0.00004
184,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
185,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
186,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
187,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
188,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
189,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
190,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
191,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
192,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
193,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
194,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
195,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
196,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
197,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
198,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
199,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
200,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
201,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
202,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
203,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
204,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
205,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
206,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
207,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
208,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
209,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
210,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
211,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
212,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
213,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
214,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
215,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
216,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
217,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
218,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
219,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
220,1,,,,,0.00022,0.00000,4.0,0.00005,1,,,,,0.00022,0.00000,3.2,0.00004
221,1,,,,,0.00022,0.00001,3.9,0.00004,1,,,,,0.00022,0.00001,3.1,0.00003
222,1,,,,,0.00022,0.00000,3.9,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
223,1,,,,,0.00022,0.00000,3.9,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
224,1,,,,,0.00022,0.00000,3.9,0.00004,1,,,,,0.00022,0.00001,3.2,0.00004
225,1,,,,,0.00022,0.00000,3.9,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
226,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
227,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
228,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
229,1,,,,,0.00022,0.00001,3.8,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
230,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
231,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
232,1,,,,,0.00022,0.00001,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
233,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
234,1,,,,,0.00022,0.00001,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
235,1,,,,,0.00022,0.00000,3.9,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
236,1,,,,,0.00022,0.00000,3.9,0.00004,1,,,,,0.00022,0.00000,3.2,0.00003
237,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00003
238,1,,,,,0.00022,0.00000,3.8,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
239,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
240,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
241,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
242,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
243,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
244,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
245,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
246,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
247,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
248,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
249,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
250,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
251,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
252,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
253,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
254,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
255,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
256,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
257,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
258,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
259,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
260,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
261,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
