frame,fp8_diverged,fp8_text_l2,fp8_text_maxabs,fp8_audio_l2,fp8_audio_maxabs,fp8_rms,fp8_click,fp8_centroid_hz,fp8_flatness,w8a16_diverged,w8a16_text_l2,w8a16_text_maxabs,w8a16_audio_l2,w8a16_audio_maxabs,w8a16_rms,w8a16_click,w8a16_centroid_hz,w8a16_flatness
24,1,,,,,0.01851,0.00111,237.4,0.00000,1,,,,,0.00408,0.00044,127.2,0.00000
25,1,,,,,0.00024,0.00002,7.0,0.00014,1,,,,,0.00281,0.00001,18.4,0.00007
26,1,,,,,0.00375,0.00001,17.2,0.00013,1,,,,,0.02385,0.00029,512.3,0.00003
27,1,,,,,0.04522,0.00110,761.2,0.00002,1,,,,,0.04037,0.00159,309.4,0.00000
28,1,,,,,0.06023,0.00135,699.8,0.00003,1,,,,,0.04020,0.01505,269.5,0.00001
29,1,,,,,0.03781,0.01349,255.4,0.00000,1,,,,,0.04341,0.00326,289.9,0.00000
30,1,,,,,0.03894,0.00472,744.4,0.00004,1,,,,,0.00813,0.00256,2449.6,0.00195
31,1,,,,,0.03306,0.00117,319.5,0.00002,1,,,,,0.02819,0.00001,794.5,0.00003
32,1,,,,,0.02370,0.00025,494.5,0.01095,1,,,,,0.06331,0.00484,718.0,0.00005
33,1,,,,,0.00907,0.02130,3846.7,0.05143,1,,,,,0.03342,0.00363,479.1,0.00001
34,1,,,,,0.02769,0.00080,722.6,0.00005,1,,,,,0.01094,0.00150,543.5,0.00003
35,1,,,,,0.02121,0.00055,1156.4,0.00010,1,,,,,0.00503,0.00000,5600.4,0.02775
36,1,,,,,0.00156,0.00021,386.2,0.00073,1,,,,,0.00548,0.00520,5877.2,0.03162
37,1,,,,,0.01391,0.00043,718.9,0.00010,1,,,,,0.00026,0.00013,74.1,0.00151
38,1,,,,,0.02752,0.00059,651.5,0.00002,1,,,,,0.02468,0.00022,575.9,0.00004
39,1,,,,,0.02130,0.00572,296.4,0.00000,1,,,,,0.04909,0.00749,505.1,0.00001
40,1,,,,,0.00116,0.00053,22.8,0.00009,1,,,,,0.03501,0.00011,610.2,0.00034
41,1,,,,,0.00022,0.00000,3.2,0.00005,1,,,,,0.05810,0.00548,446.3,0.00001
42,1,,,,,0.00523,0.00000,1769.2,0.00124,1,,,,,0.06690,0.00171,532.5,0.00004
43,1,,,,,0.06664,0.00177,925.7,0.00002,1,,,,,0.09140,0.00725,557.8,0.00001
44,1,,,,,0.02146,0.00871,478.8,0.00004,1,,,,,0.00332,0.00142,254.7,0.00003
45,1,,,,,0.03418,0.00006,479.3,0.00005,1,,,,,0.02405,0.00001,280.0,0.00001
46,1,,,,,0.05228,0.00091,730.7,0.00003,1,,,,,0.01209,0.00004,134.6,0.00000
47,1,,,,,0.04703,0.02816,422.2,0.00043,1,,,,,0.01518,0.00001,1321.7,0.01692
48,1,,,,,0.01462,0.00027,631.9,0.00337,1,,,,,0.01898,0.00006,455.6,0.00002
49,1,,,,,0.03883,0.00305,576.9,0.00000,1,,,,,0.02131,0.00049,524.3,0.00002
50,1,,,,,0.00175,0.00006,804.3,0.00181,1,,,,,0.00598,0.00041,130.3,0.00001
51,1,,,,,0.02331,0.00105,334.0,0.00000,1,,,,,0.00026,0.00001,29.1,0.00224
52,1,,,,,0.00784,0.00174,966.0,0.01406,1,,,,,0.00022,0.00001,3.1,0.00004
53,1,,,,,0.01309,0.00046,1565.6,0.00979,1,,,,,0.00022,0.00000,3.1,0.00004
54,1,,,,,0.00936,0.00022,951.7,0.00113,1,,,,,0.00022,0.00000,3.1,0.00004
55,1,,,,,0.01280,0.00177,575.7,0.00048,1,,,,,0.00022,0.00000,3.0,0.00004
56,1,,,,,0.01365,0.00012,486.8,0.00009,1,,,,,0.00022,0.00000,3.2,0.00004
57,1,,,,,0.00541,0.00018,185.0,0.00001,1,,,,,0.00022,0.00000,3.0,0.00004
58,1,,,,,0.00021,0.00001,3.4,0.00006,1,,,,,0.00022,0.00001,3.1,0.00004
59,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
60,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
61,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
62,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
63,1,,,,,0.00022,0.00000,3.0,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
64,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
65,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
66,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
67,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
68,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
69,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
70,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
71,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
72,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00003
73,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
74,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
75,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
76,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00001,3.2,0.00004
77,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00022,0.00000,3.1,0.00004
78,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
79,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
80,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
81,1,,,,,0.00022,0.00001,3.1,0.00003,1,,,,,0.00022,0.00000,3.1,0.00004
82,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
83,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
84,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
85,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
86,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
87,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
88,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
89,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.0,0.00004
90,1,,,,,0.00022,0.00000,3.2,0.00003,1,,,,,0.00022,0.00000,3.1,0.00004
91,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00001,3.0,0.00004
92,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
93,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.0,0.00004
94,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00001,3.2,0.00004
95,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
96,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
97,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.0,0.00004
98,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
99,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
100,1,,,,,0.00022,0.00000,3.2,0.00003,1,,,,,0.00022,0.00000,3.2,0.00004
101,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00022,0.00000,3.2,0.00004
102,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00001,3.2,0.00004
103,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
104,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
105,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
106,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
107,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
108,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
109,1,,,,,0.00022,0.00000,3.2,0.00003,1,,,,,0.00022,0.00000,3.2,0.00004
110,1,,,,,0.00022,0.00000,3.2,0.00003,1,,,,,0.00022,0.00000,3.2,0.00004
111,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
112,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
113,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
114,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
115,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
116,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00022,0.00001,3.2,0.00004
117,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
118,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
119,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00022,0.00000,3.1,0.00004
120,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
121,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
122,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
123,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
124,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00001,3.2,0.00004
125,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
126,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
127,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
128,1,,,,,0.00022,0.00000,3.2,0.00003,1,,,,,0.00022,0.00000,3.2,0.00004
129,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
130,1,,,,,0.00022,0.00001,3.2,0.00003,1,,,,,0.00022,0.00000,3.2,0.00004
131,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
132,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
133,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
134,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
135,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
136,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
137,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
138,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
139,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
140,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00022,0.00000,3.2,0.00004
141,1,,,,,0.00022,0.00000,3.0,0.00004,1,,,,,0.00022,0.00000,3.0,0.00004
142,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00022,0.00000,3.2,0.00004
143,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00001,3.1,0.00004
144,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
145,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
146,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
147,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
148,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
149,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
150,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
151,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
152,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
153,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
154,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
155,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
156,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
157,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
158,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
159,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
160,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
161,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.1,0.00004
162,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
163,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
164,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
165,1,,,,,0.00022,0.00000,3.1,0.00003,1,,,,,0.00022,0.00000,3.1,0.00004
166,1,,,,,0.00022,0.00000,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
167,1,,,,,0.00022,0.00001,3.1,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
168,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
169,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
170,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
171,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00001,3.3,0.00004
172,1,,,,,0.00022,0.00001,3.3,0.00004,1,,,,,0.00022,0.00000,3.2,0.00004
173,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.3,0.00004
174,1,,,,,0.00022,0.00000,3.2,0.00004,1,,,,,0.00022,0.00001,3.6,0.00004
175,1,,,,,0.00022,0.00001,3.2,0.00004,1,,,,,0.00022,0.00000,3.4,0.00005
176,1,,,,,0.00022,0.00001,3.3,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
177,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
178,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
179,1,,,,,0.00022,0.00000,3.3,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
180,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
181,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
182,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
183,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
184,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
185,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
186,1,,,,,0.00022,0.00001,3.5,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
187,1,,,,,0.00022,0.00000,3.4,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
188,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00001,3.5,0.00004
189,1,,,,,0.00022,0.00001,3.5,0.00004,1,,,,,0.00022,0.00001,3.4,0.00004
190,1,,,,,0.00022,0.00001,3.5,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
191,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00001,3.4,0.00004
192,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
193,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
194,1,,,,,0.00022,0.00001,3.5,0.00004,1,,,,,0.00022,0.00001,3.5,0.00004
195,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
196,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
197,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
198,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
199,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00001,3.4,0.00004
200,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
201,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
202,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
203,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
204,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
205,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.4,0.00004
206,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
207,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00001,3.5,0.00004
208,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00001,3.6,0.00004
209,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
210,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
211,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
212,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
213,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
214,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
215,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
216,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
217,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
218,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
219,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
220,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
221,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
222,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
223,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
224,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00001,3.6,0.00004
225,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
226,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
227,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
228,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
229,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
230,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
231,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
232,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.7,0.00004
233,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
234,1,,,,,0.00022,0.00000,3.6,0.00005,1,,,,,0.00022,0.00000,3.6,0.00004
235,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
236,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
237,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.7,0.00004
238,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
239,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
240,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.7,0.00004
241,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
242,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00001,3.5,0.00004
243,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00001,3.6,0.00004
244,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00001,3.6,0.00004
245,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.5,0.00004
246,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
247,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00001,3.5,0.00004
248,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
249,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00001,3.5,0.00004
250,1,,,,,0.00022,0.00000,3.5,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
251,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
252,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
253,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
254,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
255,1,,,,,0.00022,0.00001,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
256,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00001,3.6,0.00004
257,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.7,0.00004
258,1,,,,,0.00022,0.00000,3.6,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
259,1,,,,,0.00022,0.00000,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
260,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
261,1,,,,,0.00022,0.00001,3.7,0.00004,1,,,,,0.00022,0.00000,3.6,0.00004
